id	source_hash	source	native_translation	verdict	recommendation	reason	native_visible_length	recommended_visible_length	length_ratio
patchouli-lang:botania:botania.page.shulk_me_not1	sha256:942e73eb39b078fddf183789dd538fe23079899bb1a87b4c7337a98a111fca23	A few extra points should be made:$(p)Both entities' experience and loot are lost, and both entities must be within the flower's range.	Следует учесть несколько дополнительных моментов:$(p)Опыт и дроп обоих существ будут утеряны, и оба существа должны находиться в радиусе действия цветка.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	149		
patchouli-lang:botania:botania.page.shulk_me_not2	sha256:0ab38742690f49e573f24893f036b0815944eb104d4411350c1e8e8a08c6dbca	$(o)Petal plucking not recommended$().	$(o)Срывать лепестки не рекомендуется$().	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	34		
patchouli-lang:botania:botania.page.skyDirtRod0	sha256:1825aebbb770223c42cc29488c1d63211bc11e780574ac739348945588c96471	The $(l:tools/dirt_rod)$(item)Rod of the Lands$(0)$(/l) is a practical tool, but being able to place $(item)Dirt$(0) on $(o)nothing$() would be even greater.$(p)The $(item)Rod of the Highlands$(0) does just that: it maintains the original power of the $(l:tools/dirt_rod)$(item)Rod of the Lands$(0)$(/l), but can also place $(item)Dirt$(0) in midair (for an increased $(thing)Mana$(0) cost).	В то время как $(item)Жезл Земель$(0) отлично справляется с созданием блоков $(item)Земли$(0), было бы неплохо иметь возможность ставить их в воздухе.$(p)$(item)Жезл Высокогорья$(0) делает именно это! Сохраняя оригинальную силу $(item)Жезла Земель$(0), он также способен разместить блок $(item)Земли$(0) в воздухе, но при повышенном расходе $(thing)Маны$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	287		
patchouli-lang:botania:botania.page.skyDirtRod1	sha256:7c221743efeaeb9f75034ca738c1fbe003521b61487a4e1cdafed028cd9762c4	Dirty Stick Mark II	Грязепалка версия 2.0	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	21		
patchouli-lang:botania:botania.page.slimeBottle0	sha256:25d94570552b8fbc21d5cfef1d090741b1a826b2b782f35fc652d960baba3c75	Placing a $(item)Slimeball$(0) in an container of $(l:alfhomancy/elf_resources)$(item)Elementium$(0)$(/l) seems to have an interesting effect on said slimeball: when in an area where $(thing)Slimes$(0) would naturally spawn underground, the inanimate blob of slime comes alive and bounces around the container.$(p)For harvesting $(item)Slimeballs$(0) or setting up a $(l:generating_flowers/narslimmus)$(item)Narslimmus$(0)$(/l), it proves an invaluable tool.	Размещение слизи в $(item)Контейнере из элементиума$(0), кажется, оказывает интересное влияние на слизь. Когда в области, где $(item)Слаймы$(0) ественным образом спавнятся под землёй, неодушевленная капля слизи начинает прыгать по какой-то странной причине.$(p)Это может пригодиться полезным для получения слизи или для создания $(item)Слизевика$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	313		
patchouli-lang:botania:botania.page.slimeBottle1	sha256:c007d120f6a91e879700013f47d035f35cc6b1e9a642e3a739e97339638997f1	JUMPYDOLL	ПРЫГАЮЩАЯКУКЛА	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.page.smeltRod0	sha256:53dac3946a47cc5ea27185660d98faba0769c81cc3e52a5ef818f0c758724e6a	The $(item)Rod of the Molten Core$(0) has the ability to focus heat drawn from the world's core. Focusing it (by holding right-click) at a block in the world that can be smelted into a different block will smelt it into that block.$(p)For example, $(item)Cobblestone$(0) will smelt into $(item)Stone$(0) and then into $(item)Smooth Stone$(0), $(item)Sand$(0) melts into $(item)Glass$(0), and so on.	$(item)Жезл Вулканического ядра$(0) обладает способностью вытеснять тепловой источник из ядра мира. Удерживая его нажатием правой кнопки мыши и указывая на блок в мире, который можно плавить в другой тип блока, он быстро превратит его в это. $(p)Для некоторых примеров $(item)Булыжник$(0) превращается в $(item)Камень$(0), $(item)Песок$(0) в $(item)Стекло$(0) и так далее.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	313		
patchouli-lang:botania:botania.page.smeltRod1	sha256:6ea3943d1181e5c25f5f6da84b4294004e883370634f6e6b6ea477b10326286b	No raid party required	Украден у Ифрита	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	16		
patchouli-lang:botania:botania.page.solegnolia0	sha256:ecd3b14c03430fd19a6ae2a4f3975a7eaeb80d7e4853c2446c97e8a8d92bdf3f	The $(l:baubles/magnet_ring)$(item)Ring of Magnetization$(0)$(/l) is quite the handy tool for any diggers or collectors. However, it can also pick up unwanted items, disrupting automation setups in the process. The $(item)Solegnolia$(0) disrupts the ring's field of effect and prevents any items in its range from being pulled towards a ring-bearer. It also prevents any ring-bearers in its range from pulling any items. It does not consume $(thing)Mana$(0).	$(item)Кольцо магнетизма$(0) - довольно удобный инструмент для тех, кто копает или собирает. Однако он сталкивается с проблемой, что он поднимает нежелательные предметы вблизи сложных систем. $(item)Солегнолия$(0) разрушает кольцо и препятствует тому, чтобы предметы вокруг него были притянуты к владельцу одного из них, и любые кольца, чьи носители стояли внутри радиуса от сбора предметов вверх. Он не требует $(thing)Маны$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	395		
patchouli-lang:botania:botania.page.solegnolia1	sha256:da2be7b5b8de3739f8fb4b4876e56c330bbcfa856279e0ec6ec4e991ba4fced7	On/Off	ВКЛ/ВЫКЛ	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	8		
patchouli-lang:botania:botania.page.sparkChanger0	sha256:2e530260dd3b4bfece1134a929ec3dee1dba30e5b9adad8d02689183b173bf6d	The $(item)Spark Tinkerer$(0) is a block with the ability to modify the $(l:mana/spark_upgrades)$(item)Augments$(0)$(/l) placed on $(l:mana/sparks)$(item)Sparks$(0)$(/l). Placing one adjacent to a $(l:mana/pool)$(item)Mana Pool$(0)$(/l) (or other block with a $(l:mana/sparks)$(item)Spark$(0)$(/l) attached) will connect it to that block.$(p)Right-clicking the $(item)Spark Tinkerer$(0) with a $(l:mana/spark_upgrades)$(item)Spark Augment$(0)$(/l) will put the augment in the block; the augment can be removed by right-clicking again.	$(item)Искра ремесленникка$(0) - это блок, способный модифицировать $(item)Дополнения$(0), помещенные в $(item)Искры$(0). Размещение его рядом с $(item)Бассейном маны$(0) или другими блоками с прикрепленным $(item)Искрами$(0) будет подключен к этим блокам. $(p)Щелчок ПКМ по $(item)Искре ремесленника$(0) с помощью $(item)Дополнения для искр$(0) добавит в блок, его можно удалить, щелкнув ПКМ.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	312		
patchouli-lang:botania:botania.page.sparkChanger1	sha256:0ff63d45d160cc9cdcd76222bd08cd98a950049ab37265baf1befb12aaf88cef	When the $(item)Spark Tinkerer$(0) gets a redstone signal, it'll randomly pick an adjacent connected $(l:mana/sparks)$(item)Spark$(0)$(/l) with a different augment and swap the augment on that $(l:mana/sparks)$(item)Spark$(0)$(/l) with the one stored in the Tinkerer.$(p)The stored augment can be withdrawn or deposited with $(item)Hoppers$(0) or other automation methods. $(item)Comparators$(0) can read the type of augment stored.	Когда $(item)Искра ремесленника$(0) получает сигнал красного камня, она случайно выбирает $(item)Искру$(0), между всеми из них, к которым она подключена и заменяет дополнение в $(item)Искре$(0) с тем, которое хранится в блоке. $(p)Сохраненное дополнение может быть отозвано или депонировано с помощью $(item)Воронок$(0) или другими методами автоматизации. $(item)Компараторы$(0) могут прочитать, что добавляется.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	353		
patchouli-lang:botania:botania.page.sparkChanger2	sha256:1effb56f0045707f1c9e74776e2a5fa4eb940c234fa6038edd23e6d410ef43a1	Mod your sparks	Ультрасовременные искры	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	23		
patchouli-lang:botania:botania.page.sparkUpgrades0	sha256:29c96fe7d5d8a79634600afaa04540fd7d34dde629669b14c47603ca1a1359a0	$(l:mana/sparks)$(item)Sparks$(0)$(/l) seem to be more versatile than previously believed: a variety of $(item)Augments$(0) can be applied to them, enhancing their abilities. Augments can only be applied to $(l:mana/sparks)$(item)Sparks$(0)$(/l) that lie on $(l:mana/pool)$(item)Mana Pools$(0)$(/l), and a $(l:mana/sparks)$(item)Spark$(0)$(/l) can only have a single $(item)Augment$(0) at any given time.	Кажется, $(item)Искры$(0) имеют немного больше функционала, чем предполагалось ранее. Существует множество $(item)Дополнителей$(0), которые могут улучшить их способности. Следует отметить, что дополнители можно вставлять только в те $(item)Искры$(0), что находятся над $(item)Бассейнами маны$(0).$(p)В каждую $(item)Искру$(0) можно вставить лишь один $(item)Дополнитель$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	304		
patchouli-lang:botania:botania.page.sparkUpgrades1	sha256:25f2583b9e2536ca5035f12b0f101e56f8b7b5d3b55a7aa6822106600794dc65	The $(item)Dispersive Augment$(0) allows a $(l:mana/sparks)$(item)Spark$(0)$(/l) to drain the $(thing)Mana$(0) in its pool to charge nearby players' $(thing)Mana$(0)-containing items.	Начнем с $(item)Рассеивающего дополнителя$(0). С ним $(item)Искра$(0) будет использовать $(thing)ману$(0) из бассейна под собой для подзарядки всех хранящих $(thing)ману$(0) предметов в инвентарях игроков, находящихся поблизости.	CHANGE	$(item)Рассеивающий дополнитель$(0) позволяет $(l:mana/sparks)$(item)Искре$(0)$(/l) расходовать $(thing)ману$(0) из своего бассейна, чтобы заряжать предметы игроков, хранящие $(thing)ману$(0).	Убраны кальки и тяжёлые обороты; термины и разметка Original сохранены.	183	125	0.683
patchouli-lang:botania:botania.page.sparkUpgrades2	sha256:9cd4efdf4753389822ee40e43c163894e17707835f9deb3818703f64b9335b72	The $(item)Dominant Augment$(0) makes a $(l:mana/sparks)$(item)Spark$(0)$(/l) pull $(thing)Mana$(0) from nearby non-augmented $(item)Sparks'$(0) pools into its own, until the latter is full.	$(item)Доминантный дополнитель$(0) позволит $(item)Искре$(0) забирать $(thing)ману$(0) из всех близлежащих бассейнов при условии, что $(item)Искры$(0) над ними не улучшены дополнителями, и передавать ее в свой, до тех пор пока он не наполнится до конца.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	208		
patchouli-lang:botania:botania.page.sparkUpgrades3	sha256:1135fca966e9171acd0e5e651e5078336a0650aa27d072915bb9995adc4a4574	The $(item)Recessive Augment$(0) makes a $(l:mana/sparks)$(item)Spark$(0)$(/l) distribute all of the $(thing)Mana$(0) in its pool into any nearby non-augmented or Dispersive $(item)Sparks'$(0) pools, until its own is completely empty.	$(item)Рецессивный дополнитель$(0) позволит $(item)Искре$(0) отдавать $(thing)ману$(0) из своего бассейна в любой другой при условии, что над вторым будет находиться $(item)Искра с рассеивающим дополнителем$(0) или вовсе без них. $(item)Искра$(0) будет отдавать $(thing)ману$(0) до тех пор, пока бассейн полностью не опустеет.	CHANGE	$(item)Рецессивный дополнитель$(0) заставляет $(l:mana/sparks)$(item)Искру$(0)$(/l) распределять всю $(thing)Ману$(0) из её бассейна между соседними бассейнами с обычными или рассеивающими $(item)Искрами$(0), пока её собственный бассейн не опустеет.	Исправлены управление и неясная отсылка.	258	183	0.709
patchouli-lang:botania:botania.page.sparkUpgrades4	sha256:3ad388bed4764d1706442b34e7effc50aabae5d5dff7ab44bb2bf448b0b3ebb8	Finally, the $(item)Isolated Augment$(0) prevents a $(l:mana/sparks)$(item)Spark$(0)$(/l) from interacting with any Dominant or Recessive $(l:mana/sparks)$(item)Sparks$(0)$(/l), but still allows it to interact with blocks that can receive their $(thing)Mana$(0) from the $(l:mana/sparks)$(item)Spark$(0)$(/l) network.	Ну и наконец, $(item)Изолирующий дополнитель$(0) запрещает $(item)Искре$(0) взаимодействовать с любыми Доминантными и Рецессивными $(item)Искрами$(0), но все же позволяет ей взаимодействовать с теми блоками, что способны принимать $(thing)ману$(0) через сеть $(item)искр$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	219		
patchouli-lang:botania:botania.page.sparks0	sha256:294cbd9519b600c668e6db784d062658bfeeeeae50bed0ed16ab095e405427ba	$(item)Sparks$(0) are interesting things. Created from a combination of raw energy and $(thing)Mana$(0), they can be placed only on a few specific $(thing)Mana$(0)-containing or -accepting blocks (notably $(l:mana/pool)$(item)Mana Pools$(0)$(/l)).$(p)Certain blocks have the ability to harness $(thing)Mana$(0) from $(item)Sparks$(0), but as of now their uses are sparse.	$(item)Искра$(0) - это довольно занятный объект, созданный из $(thing)маны$(0) и сырой энергии. Их можно ставить поверх нескольких конкретных блоков, содержащих или хранящих ману, в том числе на $(item)Бассейн маны$(0). А некоторые блоки имеют возможность извлекать эту $(thing)ману$(0) из хранилищ через те самые $(item)Искры$(0), правда на раннем этапе ими мало где можно воспользоваться.	CHANGE	$(item)Искры$(0) — любопытные создания из сырой энергии и $(thing)Маны$(0). Их можно ставить лишь на некоторые блоки, которые хранят или принимают $(thing)Ману$(0), прежде всего на $(l:mana/pool)$(item)Бассейны маны$(0)$(/l).$(p)Некоторые блоки умеют получать $(thing)Ману$(0) через $(item)Искры$(0), хотя пока таких применений немного.	Убраны кальки и восстановлены ссылки.	333	244	0.733
patchouli-lang:botania:botania.page.sparks1	sha256:e9dfc539724ca1e5040a26521264d4b3ed94423daad20f6971031d3cb1decefa	Placing a $(item)Spark$(0) over a $(l:mana/pool)$(item)Mana Pool$(0)$(/l) and another over a nearby block that can accept it will allow the latter to access the former's reserves on demand.$(p)To remove a $(item)Spark$(0), simply sneak-right click it with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l). Regular right-clicking will show which other $(item)Sparks$(0) this one can transfer to.	Поставив одну $(item)Искру$(0) поверх $(item)Бассейна маны$(0), а другую - на блок, который сможет ею воспользоваться, Вы позволите последнему при необходимости получить удаленный доступ к $(item)Бассейну маны$(0), главное, чтобы он стоял не слишком далеко. Чтобы снять $(item)Искру$(0), кликните по ней Shift+ПКМ $(item)Посохом леса$(0). А нажав им просто ПКМ, Вы увидите, каким $(item)искрам$(0) наша может передать ману.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	357		
patchouli-lang:botania:botania.page.sparks2	sha256:79f9b2ce577930027a2695e8ccb29afe44feee890231992374261499292501d2	$(o)holds up spork$()	$(o)готовьте вилы$(0)	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	13		
patchouli-lang:botania:botania.page.sparks3	sha256:c57a40de3e07a327462d3f6349797136d23cff3310eb40010e6a81a272d55b16	Sparks can be dyed with $(item)Dye$(0); sparks with different colors will never interact. They can also be splashed with a bit of $(l:misc/phantom_ink)$(item)Phantom Ink$(0)$(/l) to make them highly translucent (in case you think they look too obtrusive).	Если $(item)Искры$(0) покажутся Вам слишком надоедливыми из-за своего мерцания, просто кликните по одной из них $(item)Призрачными чернилами$(0), чтобы сделать ее более прозрачной и незаметной. Чернила при этом не потратятся.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	203		
patchouli-lang:botania:botania.page.spawnerClaw0	sha256:0be46f2c5546aeb916eb5a4cac7f54d0ede1a400dd52a15774a4b4884849e7df	$(item)Monster Spawners$(0) are strange devices. They hold the ability to create life from thin air, but only when someone's nearby to witness their action.$(p)Thus, anyone wishing to exploit one of these oddities ends up tethered by necessity to the surrounding area.	$(item)Спаунеры мобов$(0) являются интересным изобретением. У них есть способность зарождать жизнь из воздуха, но эта способность проявляется лишь когда игрок находится неподалеку.$(p)Это, разумеется, сильно ограничивающий фактор для нашествия тех существ, которых спаунер может создать.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	272		
patchouli-lang:botania:botania.page.spawnerClaw1	sha256:dd25a2102026a18d58359124b1e0308112ccb5ddc0daa297908f0ea5a19b5309	A $(item)Life Imbuer$(0) is an alternative: when placed over a $(item)Monster Spawner$(0), it'll use $(thing)Mana$(0) (fed from a $(l:mana/spreader)$(item)Spreader$(0)$(/l)) to induce spawning in the absence of players.	Установив $(item)Вздох жизни$(0) на вершине $(item)Спаунера мобов$(0) и выделив ему весьма приличный кусок $(thing)Маны$(0) через $(item)Распространитель маны$(0), полученная $(thing)Мана$(0) оживит спаунер, призывая мобов вне зависимости от того, присутствует рядом игрок или нет.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	224		
patchouli-lang:botania:botania.page.spawnerClaw2	sha256:e8e334079314f1e9846ecd3a8f5e28210fdf27029b9a44c9697cec2d4be94a74	Just a little push	Что-то, нечто - тень дракона	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	28		
patchouli-lang:botania:botania.page.spawnerMover0	sha256:041cea89378730e58313a0098849d37a7faee979c2397d9f0cb623564149792f	When a $(l:alfhomancy/elf_resources)$(item)Dragonstone$(0)$(/l), $(l:alfhomancy/elf_resources)$(item)Elementium$(0)$(/l), $(l:ender/ender_air)$(item)Ender Air$(0)$(/l), and $(l:alfhomancy/gaia_ritual)$(item)Gaia Spirits$(0)$(/l) are crafted in a specific pattern, they yield a device that can restrain the curious energies of a $(item)Monster Spawner$(0) and carry it to another point in space.$(p)Unfortunately, the device will shatter after being used once.	Объединив $(item)Камень дракона$(0), $(item)Элементий$(0) и $(item)Дух Гайи$(0) особым способом, можно создать устройство, которое может захватывать $(item)Спаунер мобов$(0) и в последующем материализовать его в другой точке пространства.$(p)Следует отметить, что устройство будет уничтожено после материализации.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	265		
patchouli-lang:botania:botania.page.spawnerMover1	sha256:36bb90b2e04038e9c138d1d671a8c34fa02dc813ba25c0275a5698e27e39eb17	A spawner parcel	Мы получили Спаунер, но это ещё не победа.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	42		
patchouli-lang:botania:botania.page.spectralPlatform0	sha256:b3d06c9ea0aba916e6701df4e812ea5222c5368d558fa9ca71030382d04ec6ac	The $(item)Spectral Platform$(0) is an $(l:devices/platform)$(item)Abstruse Platform$(0)$(/l) with even less presence-- in fact, no physical body whatsoever. The $(l:devices/platform)$(item)Abstruse Platform$(0)$(/l) is tangible in certain cases; the $(item)Spectral Platform$(0) is permeable to anything, regardless of its position.	$(item)Спектральная платформа$(0) - это аналог $(item)Заумной платфомы$(0), но совсем не имеющая плотности при взаимодействии с игроком. $(item)Заумная платформа$(0) хотябы в одном случае будет иметь физическую форму, а $(item)Спектральная платформа$(0) всегда позволяет проходить сквозь неё, вне зависимости от стороны.	CHANGE	$(item)Спектральная платформа$(0) — это $(l:devices/platform)$(item)Заумная платформа$(0)$(/l) без физического тела. В некоторых случаях $(l:devices/platform)$(item)Заумная платформа$(0)$(/l) становится осязаемой, но сквозь $(item)Спектральную платформу$(0) всегда проходит что угодно, с любой стороны.	Исправлены грамматика и неестественные обороты.	276	206	0.746
patchouli-lang:botania:botania.page.spectralPlatform1	sha256:ac3cfbed033606c17353804563fa5d365eacbab6ec1e156da3b707651f350766	This reminds me of a Puzzle	Это напоминает пазл	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	19		
patchouli-lang:botania:botania.page.spectranthemum0	sha256:faf678c305a916f53288fd173626f60d62330f421566bea0c2443317f97572e0	Long-distance item transport can be an arduous task; at some point, water channels and $(l:functional_flowers/daffomill)$(item)Daffomills$(0)$(/l) just won't cut it. The $(item)Spectranthemum$(0) uses $(thing)Mana$(0) to warp the fabric of reality around any items near it, teleporting them elsewhere in the world. Note that $(thing)Mana$(0)-containing items interfere with the warp and can't be teleported.	Транспортировка предметов на большие расстояния может быть трудной задачей. Вода и $(item)Тупомельник$(0) не всегда помогают. $(item)Спектрантимум$(0), поглощая $(thing)Ману$(0), телепортирует предметы, которые не содержат $(thing)Маны$(0), в другое место. Подобного рода телепортация применяется лишь один раз от каждого цветка.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	283		
patchouli-lang:botania:botania.page.spectranthemum1	sha256:da32608f8aecea6bcdcbeb1543f7e64260c0bc32ac38e33d46ec40595520becc	Note also that cost scales with the distance teleported-- single items can go over 2000 blocks, though your mana pools won't like it!$(p)To specify the destination of warped items, use a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l) in $(thing)Bind Mode$(0) to bind the flower to a location, the same way one would to a pool. To view what block the flower is bound to (as opposed to the pool it's pulling $(thing)Mana$(0) from), sneak while looking at it with a wand.	Чтобы указать, куда телепортировать предметы, достаточно привязать цветок к любому блоку с помощью $(item)Посоха леса$(0) (подобно привязке к бассейну). Максимальный радиус для привязки - 12 блоков. Чтобы посмотреть, к какому блоку привязан цветок, достаточно навестись на него $(item)Посохом леса$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	280		
patchouli-lang:botania:botania.page.spectranthemum2	sha256:50e1f15eb8f193e3fe5c0722d659085983ffa6276597d3288c55040a8aef097c	This flower is bound by the $(thing)axiom of chunkloading$(0); i.e. it won't send items to unloaded chunks. This topic, however, is beyond the scope of this lexicon.	Этот цветок работает только при $(thing)Прогрузке чанков$(0). Эта тема не рассматривается в полной мере в этом Лексиконе. $(p)$(o)Рекомендовано к прочтению: «Chunks and chicken», «Якоря мира».	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	172		
patchouli-lang:botania:botania.page.spectranthemum3	sha256:ebeff6b415a5ee8c4dd156ca1215af82aced4bf9263ff7d39887b713a4ed3558	$(o)(n)spooky(n+2)me$().	$(o)Убери это от меня$(0)!	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	18		
patchouli-lang:botania:botania.page.spectrolus0	sha256:0cff593241a219d12f86b4809443c9d78d417beb72f72e5e167ed98827f913d0	The $(item)Spectrolus$(0) is a flower that's particularly fond of the various hues of $(item)Wool$(0). It'll consume any and all $(item)Wool$(0) blocks dropped nearby, converting them to $(thing)Mana$(0).$(p)However, it's picky as to what colors it wants. Starting from $(item)White$(0), after it eats one piece of $(item)Wool$(0), it'll rotate to the next color in the spectrum.	$(item)Спектролис$(0) - это цветок, который особенно любит разные цвета $(item)Шерсти$(0). Он поглотит всю $(item)Шерсть$(0), упавшую поблизости, и создаст из них $(thing)Ману$(0). Однако есть предостережение. Он придирчив к тому, какие цвета он хочет. Начинайте с белого цвета, после того как он поглотит один кусок $(item)Шерсть$(0), он будет вращаться до следующего цвета в спектре.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	329		
patchouli-lang:botania:botania.page.spectrolus1	sha256:056e09359b513410a66fcbb3778be99b7eaaf40a724c2f59ad41238433ca7399	While it'll consume all $(item)Wool$(0) around it, it'll only create any mana if it gets the color it wants-- so haphazardly tossing $(item)Wool$(0) at it is wasteful at best.$(p)The color craves at any given moment can be seen by hovering over the flower with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l).	В то время как он потребляет всю $(item)Шерсть$(0) вокруг, он будет создавать только ману. $(p)Цвет, который он будет поглощать должным образом, можно увидеть, зависая над Цветком с $(item)Посохом леса$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	180		
patchouli-lang:botania:botania.page.spectrolus1.5	sha256:99aa9101985ec25c19ffe7f49052411f1558f658a0d5bda822a7bc98dfb81b9a	"The flower is widely known to consume refined wool, but you wonder what would happen if you gave it wool straight ""from the source""?..."	"Этот цветок хорошо известен тем, что потребляет состриженную шерсть, но что, если вы дадите ему шерсть прямо ""из источника""...?"	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	127		
patchouli-lang:botania:botania.page.spectrolus2	sha256:ee8a02a021df246cdd5198b81bb5f07c147ee2b127a33ec2d4e469d0c92c3c5b	$(o)Taste the Rainbow$().	$(o)Попробуй радугу$().	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	16		
patchouli-lang:botania:botania.page.speedUpBelt0	sha256:3d82597a71cd22c3ab8534b575df243b68c0d20f0b3caf9eafcc0aa199c71c66	The $(item)Planestrider's Sash$(0) is an alternative to the $(l:baubles/travel_belt)$(item)Sojourner's Sash$(0)$(/l).$(p)Unlike its counterpart, it provides no speed boost by default-- however, the more its wearer moves, the faster they get, allowing them to hit truly ludicrous speeds. If its user stops running, however, their bonus is reset.	$(item)Кушак ускорения$(0) является альтернативой $(item)Кушака Пилигрима$(0).$(p)По сравнению с $(item)Кушаком Пилигрима$(0), $(item)Кушак ускорения$(0) увеличивает скорость передвижения не сразу. Таким образом, чем больше Вы ходите, тем Вы быстрее. Если Вы остановитесь, бонус ускорения будет сброшен.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	255		
patchouli-lang:botania:botania.page.speedUpBelt1	sha256:8b23e1bd67f7c6156360bb5724bae47c3b76457be8781eddf119f33c3ec14cc4	If you go slow you're a Planeswalker	Если Вы медленно передвигаетесь, Вы Мироходец	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	45		
patchouli-lang:botania:botania.page.spellCloth0	sha256:504691e2f53028e094ecd08b7d17c8af708cbbef99612da2270f66fed7826aee	$(l:tools/manaweave)$(item)Manaweave Cloth$(0)$(/l), when combined with a $(l:mana/pool)$(item)Mana Pearl$(0)$(/l)'s displacive properties, can become a type of cloth that dispels all $(thing)Enchantments$(0) or $(thing)Curses$(0) it touches.$(p)Combining the $(item)Spellbinding Cloth$(0) with any enchanted item in a crafting table will remove all enchantments, including curses, from that item (at the cost of some of the cloth's durability).	Комбинируя $(item)Шерсть$(0) с некоторым кол-вом $(item)Маны$(0) в форме $(item)Жемчуга маны$(0), можно создать тканью, которая поглотит любые $(thing)Зачарования$(0), с которыми она соприкасается. $(p)Комбинирование $(item)Ткани поглащения заклинаний$(0) с любым зачарованным предметом в крафтинговом столе удалит все зачаровывания,зачаровывая этот предмет ценой некоторой прочности ткани.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	330		
patchouli-lang:botania:botania.page.spellCloth1	sha256:ee8213a9f86bf4c66a2e860ced5d8ff2342bc920be24ada74b1ec1ff7a879ad6	Oldest item in the book	Самый старый предмет в книге	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	28		
patchouli-lang:botania:botania.page.spreader0	sha256:fdd90b91ad4f2e7785d64e7fe3ae09ca0beeabb4548152b4c3ce91f2ddf32bb8	The $(item)Mana Spreader$(0) is the single most important tool a botanist needs to manipulate $(thing)Mana$(0).$(p)This block shoots $(thing)Mana$(0) from point A to point B. It faces a cardinal direction when placed, but sneak-right clicking it with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l) on a face points it elsewhere. It can be aimed at other blocks with a wand in $(thing)Bind Mode$(0).	$(item)Распространитель Маны$(0) - это самый важный компонент в деле $(thing)Управления Маной$(0).$(p)Этот блок перемещает $(thing)Ману$(0) из точки А в точку Б. При размещении он смотрит в одну из шести сторон, но щелчок Shift+ПКМ $(l:basics/wand)$(item)Посохом леса$(0)$(/l) повернёт $(item)Распространитель маны$(0) в противоположную от Вашего нажатия сторону. Он также может быть направлен на блоки посохом в $(thing)Режиме привязки$(0)	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	346		
patchouli-lang:botania:botania.page.spreader1	sha256:e3f823859c54ecfde8b1cca930ac7bbbcbab56049d8b4a280e00688f3326b092	The $(item)Mana Spreader$(0), as seen with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l) held	$(item)Распространитель Маны$(0), как видно при удерживании $(item)Посоха Леса$(0)	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	60		
patchouli-lang:botania:botania.page.spreader10	sha256:236f6070b6d28960ad4ea00397264f79499ab9d2aee1f9c217279061cf1bffab	Right-clicking the spreader with a piece of $(item)Wool$(0) will sleeve it. In addition to making the spreader look fancier, it'll also muffle the sound when a burst is shot, reducing the potential noise of a large number of spreaders in one area.$(p)Right-clicking will remove the sleeve.	Нажав ПКМ по распространителю $(item)Шерстью$(0), Вы покроете его ею. Помимо того, что шерсть делает его более привлекательным, она еще и приглушает звук при испускании лучей, делая его не таким неприятным, особенно когда на небольшой территории стоят сразу несколько распр-телей. Если повторно кликнуть по нему ПКМ пустой рукой, Вы снимите покрытие из шерсти.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	349		
