item_id	translation_key	en_us	ru_ru	status
minecraft:polished_granite	block.minecraft.polished_granite	Polished Granite	Полированный гранит	HAS_RU
minecraft:polished_granite_slab	block.minecraft.polished_granite_slab	Polished Granite Slab	Плита из полированного гранита	HAS_RU
minecraft:polished_granite_stairs	block.minecraft.polished_granite_stairs	Polished Granite Stairs	Ступеньки из полированного гранита	HAS_RU
minecraft:popped_chorus_fruit	item.minecraft.popped_chorus_fruit	Popped Chorus Fruit	Прожаренный плод хоруса	HAS_RU
minecraft:poppy	block.minecraft.poppy	Poppy	Мак	HAS_RU
minecraft:porkchop	item.minecraft.porkchop	Raw Porkchop	Сырая свинина	HAS_RU
minecraft:potato	item.minecraft.potato	Potato	Картофель	HAS_RU
minecraft:potion	item.minecraft.potion	Potion	Зелье	HAS_RU
minecraft:powder_snow_bucket	item.minecraft.powder_snow_bucket	Powder Snow Bucket	Ведро с рыхлым снегом	HAS_RU
minecraft:powered_rail	block.minecraft.powered_rail	Powered Rail	Энергорельсы	HAS_RU
minecraft:prismarine	block.minecraft.prismarine	Prismarine	Призмарин	HAS_RU
minecraft:prismarine_brick_slab	block.minecraft.prismarine_brick_slab	Prismarine Brick Slab	Плита из призмаринового кирпича	HAS_RU
minecraft:prismarine_brick_stairs	block.minecraft.prismarine_brick_stairs	Prismarine Brick Stairs	Ступеньки из призмаринового кирпича	HAS_RU
minecraft:prismarine_bricks	block.minecraft.prismarine_bricks	Prismarine Bricks	Призмариновые кирпичи	HAS_RU
minecraft:prismarine_crystals	item.minecraft.prismarine_crystals	Prismarine Crystals	Кристалл призмарина	HAS_RU
minecraft:prismarine_shard	item.minecraft.prismarine_shard	Prismarine Shard	Осколок призмарина	HAS_RU
minecraft:prismarine_slab	block.minecraft.prismarine_slab	Prismarine Slab	Призмариновая плита	HAS_RU
minecraft:prismarine_stairs	block.minecraft.prismarine_stairs	Prismarine Stairs	Призмариновые ступеньки	HAS_RU
minecraft:prismarine_wall	block.minecraft.prismarine_wall	Prismarine Wall	Призмариновая ограда	HAS_RU
minecraft:prize_pottery_sherd	item.minecraft.prize_pottery_sherd	Prize Pottery Sherd	Глиняный черепок «Награда»	HAS_RU
minecraft:pufferfish	item.minecraft.pufferfish	Pufferfish	Иглобрюх	HAS_RU
minecraft:pufferfish_bucket	item.minecraft.pufferfish_bucket	Bucket of Pufferfish	Иглобрюх в ведре	HAS_RU
minecraft:pufferfish_spawn_egg	item.minecraft.pufferfish_spawn_egg	Pufferfish Spawn Egg	Яйцо призыва иглобрюха	HAS_RU
minecraft:pumpkin	block.minecraft.pumpkin	Pumpkin	Тыква	HAS_RU
minecraft:pumpkin_pie	item.minecraft.pumpkin_pie	Pumpkin Pie	Тыквенный пирог	HAS_RU
minecraft:pumpkin_seeds	item.minecraft.pumpkin_seeds	Pumpkin Seeds	Семена тыквы	HAS_RU
minecraft:purple_banner	block.minecraft.purple_banner	Purple Banner	Фиолетовый флаг	HAS_RU
minecraft:purple_bed	block.minecraft.purple_bed	Purple Bed	Фиолетовая кровать	HAS_RU
minecraft:purple_candle	block.minecraft.purple_candle	Purple Candle	Фиолетовая свеча	HAS_RU
minecraft:purple_carpet	block.minecraft.purple_carpet	Purple Carpet	Фиолетовый ковёр	HAS_RU
minecraft:purple_concrete	block.minecraft.purple_concrete	Purple Concrete	Фиолетовый бетон	HAS_RU
minecraft:purple_concrete_powder	block.minecraft.purple_concrete_powder	Purple Concrete Powder	Фиолетовый сухой бетон	HAS_RU
minecraft:purple_dye	item.minecraft.purple_dye	Purple Dye	Фиолетовый краситель	HAS_RU
minecraft:purple_glazed_terracotta	block.minecraft.purple_glazed_terracotta	Purple Glazed Terracotta	Фиолетовая глазурованная керамика	HAS_RU
minecraft:purple_shulker_box	block.minecraft.purple_shulker_box	Purple Shulker Box	Фиолетовый шалкеровый ящик	HAS_RU
minecraft:purple_stained_glass	block.minecraft.purple_stained_glass	Purple Stained Glass	Фиолетовое стекло	HAS_RU
minecraft:purple_stained_glass_pane	block.minecraft.purple_stained_glass_pane	Purple Stained Glass Pane	Фиолетовая стеклянная панель	HAS_RU
minecraft:purple_terracotta	block.minecraft.purple_terracotta	Purple Terracotta	Фиолетовая керамика	HAS_RU
minecraft:purple_wool	block.minecraft.purple_wool	Purple Wool	Фиолетовая шерсть	HAS_RU
minecraft:purpur_block	block.minecraft.purpur_block	Purpur Block	Пурпур	HAS_RU
minecraft:purpur_pillar	block.minecraft.purpur_pillar	Purpur Pillar	Пурпуровый пилон	HAS_RU
minecraft:purpur_slab	block.minecraft.purpur_slab	Purpur Slab	Пурпуровая плита	HAS_RU
minecraft:purpur_stairs	block.minecraft.purpur_stairs	Purpur Stairs	Пурпуровые ступеньки	HAS_RU
minecraft:quartz	item.minecraft.quartz	Nether Quartz	Незерский кварц	HAS_RU
minecraft:quartz_block	block.minecraft.quartz_block	Block of Quartz	Кварцевый блок	HAS_RU
minecraft:quartz_bricks	block.minecraft.quartz_bricks	Quartz Bricks	Кварцевые кирпичи	HAS_RU
minecraft:quartz_pillar	block.minecraft.quartz_pillar	Quartz Pillar	Кварцевая колонна	HAS_RU
minecraft:quartz_slab	block.minecraft.quartz_slab	Quartz Slab	Кварцевая плита	HAS_RU
minecraft:quartz_stairs	block.minecraft.quartz_stairs	Quartz Stairs	Кварцевые ступеньки	HAS_RU
minecraft:rabbit	item.minecraft.rabbit	Raw Rabbit	Сырая крольчатина	HAS_RU
minecraft:rabbit_foot	item.minecraft.rabbit_foot	Rabbit's Foot	Кроличья лапка	HAS_RU
minecraft:rabbit_hide	item.minecraft.rabbit_hide	Rabbit Hide	Кроличья шкурка	HAS_RU
minecraft:rabbit_spawn_egg	item.minecraft.rabbit_spawn_egg	Rabbit Spawn Egg	Яйцо призыва кролика	HAS_RU
minecraft:rabbit_stew	item.minecraft.rabbit_stew	Rabbit Stew	Тушёный кролик	HAS_RU
minecraft:rail	block.minecraft.rail	Rail	Рельсы	HAS_RU
minecraft:raiser_armor_trim_smithing_template	item.minecraft.raiser_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:ravager_spawn_egg	item.minecraft.ravager_spawn_egg	Ravager Spawn Egg	Яйцо призыва разорителя	HAS_RU
minecraft:raw_copper	item.minecraft.raw_copper	Raw Copper	Рудная медь	HAS_RU
minecraft:raw_copper_block	block.minecraft.raw_copper_block	Block of Raw Copper	Блок рудной меди	HAS_RU
minecraft:raw_gold	item.minecraft.raw_gold	Raw Gold	Рудное золото	HAS_RU
minecraft:raw_gold_block	block.minecraft.raw_gold_block	Block of Raw Gold	Блок рудного золота	HAS_RU
minecraft:raw_iron	item.minecraft.raw_iron	Raw Iron	Рудное железо	HAS_RU
minecraft:raw_iron_block	block.minecraft.raw_iron_block	Block of Raw Iron	Блок рудного железа	HAS_RU
minecraft:recovery_compass	item.minecraft.recovery_compass	Recovery Compass	Возвратный компас	HAS_RU
minecraft:red_banner	block.minecraft.red_banner	Red Banner	Красный флаг	HAS_RU
minecraft:red_bed	block.minecraft.red_bed	Red Bed	Красная кровать	HAS_RU
minecraft:red_candle	block.minecraft.red_candle	Red Candle	Красная свеча	HAS_RU
minecraft:red_carpet	block.minecraft.red_carpet	Red Carpet	Красный ковёр	HAS_RU
minecraft:red_concrete	block.minecraft.red_concrete	Red Concrete	Красный бетон	HAS_RU
minecraft:red_concrete_powder	block.minecraft.red_concrete_powder	Red Concrete Powder	Красный сухой бетон	HAS_RU
minecraft:red_dye	item.minecraft.red_dye	Red Dye	Красный краситель	HAS_RU
minecraft:red_glazed_terracotta	block.minecraft.red_glazed_terracotta	Red Glazed Terracotta	Красная глазурованная керамика	HAS_RU
minecraft:red_mushroom	block.minecraft.red_mushroom	Red Mushroom	Красный гриб	HAS_RU
minecraft:red_mushroom_block	block.minecraft.red_mushroom_block	Red Mushroom Block	Блок красного гриба	HAS_RU
minecraft:red_nether_brick_slab	block.minecraft.red_nether_brick_slab	Red Nether Brick Slab	Плита из красного незерского кирпича	HAS_RU
minecraft:red_nether_brick_stairs	block.minecraft.red_nether_brick_stairs	Red Nether Brick Stairs	Ступеньки из красного незерского кирпича	HAS_RU
minecraft:red_nether_brick_wall	block.minecraft.red_nether_brick_wall	Red Nether Brick Wall	Ограда из красного незерского кирпича	HAS_RU
minecraft:red_nether_bricks	block.minecraft.red_nether_bricks	Red Nether Bricks	Красные незерские кирпичи	HAS_RU
minecraft:red_sand	block.minecraft.red_sand	Red Sand	Красный песок	HAS_RU
minecraft:red_sandstone	block.minecraft.red_sandstone	Red Sandstone	Красный песчаник	HAS_RU
minecraft:red_sandstone_slab	block.minecraft.red_sandstone_slab	Red Sandstone Slab	Плита из красного песчаника	HAS_RU
minecraft:red_sandstone_stairs	block.minecraft.red_sandstone_stairs	Red Sandstone Stairs	Ступеньки из красного песчаника	HAS_RU
minecraft:red_sandstone_wall	block.minecraft.red_sandstone_wall	Red Sandstone Wall	Ограда из красного песчаника	HAS_RU
minecraft:red_shulker_box	block.minecraft.red_shulker_box	Red Shulker Box	Красный шалкеровый ящик	HAS_RU
minecraft:red_stained_glass	block.minecraft.red_stained_glass	Red Stained Glass	Красное стекло	HAS_RU
minecraft:red_stained_glass_pane	block.minecraft.red_stained_glass_pane	Red Stained Glass Pane	Красная стеклянная панель	HAS_RU
minecraft:red_terracotta	block.minecraft.red_terracotta	Red Terracotta	Красная керамика	HAS_RU
minecraft:red_tulip	block.minecraft.red_tulip	Red Tulip	Красный тюльпан	HAS_RU
minecraft:red_wool	block.minecraft.red_wool	Red Wool	Красная шерсть	HAS_RU
minecraft:redstone	item.minecraft.redstone	Redstone Dust	Редстоуновая пыль	HAS_RU
minecraft:redstone_block	block.minecraft.redstone_block	Block of Redstone	Редстоуновый блок	HAS_RU
minecraft:redstone_lamp	block.minecraft.redstone_lamp	Redstone Lamp	Редстоуновая лампа	HAS_RU
minecraft:redstone_ore	block.minecraft.redstone_ore	Redstone Ore	Редстоуновая руда	HAS_RU
minecraft:redstone_torch	block.minecraft.redstone_torch	Redstone Torch	Редстоуновый факел	HAS_RU
minecraft:reinforced_deepslate	block.minecraft.reinforced_deepslate	Reinforced Deepslate	Укреплённый глубинный сланец	HAS_RU
minecraft:repeater	block.minecraft.repeater	Redstone Repeater	Редстоуновый повторитель	HAS_RU
minecraft:repeating_command_block	block.minecraft.repeating_command_block	Repeating Command Block	Повторяющий командный блок	HAS_RU
minecraft:respawn_anchor	block.minecraft.respawn_anchor	Respawn Anchor	Якорь возрождения	HAS_RU
minecraft:rib_armor_trim_smithing_template	item.minecraft.rib_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:rooted_dirt	block.minecraft.rooted_dirt	Rooted Dirt	Корнистая земля	HAS_RU
minecraft:rose_bush	block.minecraft.rose_bush	Rose Bush	Розовый куст	HAS_RU
minecraft:rotten_flesh	item.minecraft.rotten_flesh	Rotten Flesh	Гнилая плоть	HAS_RU
minecraft:saddle	item.minecraft.saddle	Saddle	Седло	HAS_RU
minecraft:salmon	item.minecraft.salmon	Raw Salmon	Сырой лосось	HAS_RU
minecraft:salmon_bucket	item.minecraft.salmon_bucket	Bucket of Salmon	Лосось в ведре	HAS_RU
minecraft:salmon_spawn_egg	item.minecraft.salmon_spawn_egg	Salmon Spawn Egg	Яйцо призыва лосося	HAS_RU
minecraft:sand	block.minecraft.sand	Sand	Песок	HAS_RU
minecraft:sandstone	block.minecraft.sandstone	Sandstone	Песчаник	HAS_RU
minecraft:sandstone_slab	block.minecraft.sandstone_slab	Sandstone Slab	Песчаниковая плита	HAS_RU
minecraft:sandstone_stairs	block.minecraft.sandstone_stairs	Sandstone Stairs	Песчаниковые ступеньки	HAS_RU
minecraft:sandstone_wall	block.minecraft.sandstone_wall	Sandstone Wall	Песчаниковая ограда	HAS_RU
minecraft:scaffolding	block.minecraft.scaffolding	Scaffolding	Подмостки	HAS_RU
minecraft:sculk	block.minecraft.sculk	Sculk	Скалк	HAS_RU
minecraft:sculk_catalyst	block.minecraft.sculk_catalyst	Sculk Catalyst	Скалковый катализатор	HAS_RU
minecraft:sculk_sensor	block.minecraft.sculk_sensor	Sculk Sensor	Скалк-сенсор	HAS_RU
minecraft:sculk_shrieker	block.minecraft.sculk_shrieker	Sculk Shrieker	Скалковый крикун	HAS_RU
minecraft:sculk_vein	block.minecraft.sculk_vein	Sculk Vein	Скалковая жила	HAS_RU
minecraft:scute	item.minecraft.scute	Scute	Щиток	HAS_RU
minecraft:sea_lantern	block.minecraft.sea_lantern	Sea Lantern	Морской фонарь	HAS_RU
minecraft:sea_pickle	block.minecraft.sea_pickle	Sea Pickle	Морской огурец	HAS_RU
minecraft:seagrass	block.minecraft.seagrass	Seagrass	Морская трава	HAS_RU
minecraft:sentry_armor_trim_smithing_template	item.minecraft.sentry_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:shaper_armor_trim_smithing_template	item.minecraft.shaper_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:sheaf_pottery_sherd	item.minecraft.sheaf_pottery_sherd	Sheaf Pottery Sherd	Глиняный черепок «Сноп»	HAS_RU
minecraft:shears	item.minecraft.shears	Shears	Ножницы	HAS_RU
minecraft:sheep_spawn_egg	item.minecraft.sheep_spawn_egg	Sheep Spawn Egg	Яйцо призыва овцы	HAS_RU
minecraft:shelter_pottery_sherd	item.minecraft.shelter_pottery_sherd	Shelter Pottery Sherd	Глиняный черепок «Укрытие»	HAS_RU
minecraft:shield	item.minecraft.shield	Shield	Щит	HAS_RU
minecraft:shroomlight	block.minecraft.shroomlight	Shroomlight	Грибосвет	HAS_RU
minecraft:shulker_box	block.minecraft.shulker_box	Shulker Box	Шалкеровый ящик	HAS_RU
minecraft:shulker_shell	item.minecraft.shulker_shell	Shulker Shell	Панцирь шалкера	HAS_RU
minecraft:shulker_spawn_egg	item.minecraft.shulker_spawn_egg	Shulker Spawn Egg	Яйцо призыва шалкера	HAS_RU
minecraft:silence_armor_trim_smithing_template	item.minecraft.silence_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:silverfish_spawn_egg	item.minecraft.silverfish_spawn_egg	Silverfish Spawn Egg	Яйцо призыва чешуйницы	HAS_RU
minecraft:skeleton_horse_spawn_egg	item.minecraft.skeleton_horse_spawn_egg	Skeleton Horse Spawn Egg	Яйцо призыва лошади-скелета	HAS_RU
minecraft:skeleton_skull	block.minecraft.skeleton_skull	Skeleton Skull	Череп	HAS_RU
minecraft:skeleton_spawn_egg	item.minecraft.skeleton_spawn_egg	Skeleton Spawn Egg	Яйцо призыва скелета	HAS_RU
minecraft:skull_banner_pattern	item.minecraft.skull_banner_pattern	Banner Pattern	Узор флага	HAS_RU
minecraft:skull_pottery_sherd	item.minecraft.skull_pottery_sherd	Skull Pottery Sherd	Глиняный черепок «Череп»	HAS_RU
minecraft:slime_ball	item.minecraft.slime_ball	Slimeball	Сгусток слизи	HAS_RU
minecraft:slime_block	block.minecraft.slime_block	Slime Block	Блок слизи	HAS_RU
minecraft:slime_spawn_egg	item.minecraft.slime_spawn_egg	Slime Spawn Egg	Яйцо призыва слизня	HAS_RU
minecraft:small_amethyst_bud	block.minecraft.small_amethyst_bud	Small Amethyst Bud	Малый аметистовый бутон	HAS_RU
minecraft:small_dripleaf	block.minecraft.small_dripleaf	Small Dripleaf	Маленькая бросянка	HAS_RU
minecraft:smithing_table	block.minecraft.smithing_table	Smithing Table	Стол кузнеца	HAS_RU
minecraft:smoker	block.minecraft.smoker	Smoker	Коптильня	HAS_RU
minecraft:smooth_basalt	block.minecraft.smooth_basalt	Smooth Basalt	Гладкий базальт	HAS_RU
minecraft:smooth_quartz	block.minecraft.smooth_quartz	Smooth Quartz Block	Гладкий кварц	HAS_RU
minecraft:smooth_quartz_slab	block.minecraft.smooth_quartz_slab	Smooth Quartz Slab	Плита из гладкого кварца	HAS_RU
minecraft:smooth_quartz_stairs	block.minecraft.smooth_quartz_stairs	Smooth Quartz Stairs	Ступеньки из гладкого кварца	HAS_RU
minecraft:smooth_red_sandstone	block.minecraft.smooth_red_sandstone	Smooth Red Sandstone	Гладкий красный песчаник	HAS_RU
minecraft:smooth_red_sandstone_slab	block.minecraft.smooth_red_sandstone_slab	Smooth Red Sandstone Slab	Плита из гладкого красного песчаника	HAS_RU
minecraft:smooth_red_sandstone_stairs	block.minecraft.smooth_red_sandstone_stairs	Smooth Red Sandstone Stairs	Ступеньки из гладкого красного песчаника	HAS_RU
minecraft:smooth_sandstone	block.minecraft.smooth_sandstone	Smooth Sandstone	Гладкий песчаник	HAS_RU
minecraft:smooth_sandstone_slab	block.minecraft.smooth_sandstone_slab	Smooth Sandstone Slab	Плита из гладкого песчаника	HAS_RU
minecraft:smooth_sandstone_stairs	block.minecraft.smooth_sandstone_stairs	Smooth Sandstone Stairs	Ступеньки из гладкого песчаника	HAS_RU
minecraft:smooth_stone	block.minecraft.smooth_stone	Smooth Stone	Гладкий камень	HAS_RU
minecraft:smooth_stone_slab	block.minecraft.smooth_stone_slab	Smooth Stone Slab	Плита из гладкого камня	HAS_RU
minecraft:sniffer_egg	block.minecraft.sniffer_egg	Sniffer Egg	Яйцо нюхача	HAS_RU
minecraft:sniffer_spawn_egg	item.minecraft.sniffer_spawn_egg	Sniffer Spawn Egg	Яйцо призыва нюхача	HAS_RU
minecraft:snort_pottery_sherd	item.minecraft.snort_pottery_sherd	Snort Pottery Sherd	Глиняный черепок «Шмыг»	HAS_RU
minecraft:snout_armor_trim_smithing_template	item.minecraft.snout_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:snow	block.minecraft.snow	Snow	Снег	HAS_RU
minecraft:snow_block	block.minecraft.snow_block	Snow Block	Блок снега	HAS_RU
minecraft:snow_golem_spawn_egg	item.minecraft.snow_golem_spawn_egg	Snow Golem Spawn Egg	Яйцо призыва снежного голема	HAS_RU
minecraft:snowball	item.minecraft.snowball	Snowball	Снежок	HAS_RU
minecraft:soul_campfire	block.minecraft.soul_campfire	Soul Campfire	Костёр душ	HAS_RU
minecraft:soul_lantern	block.minecraft.soul_lantern	Soul Lantern	Фонарь душ	HAS_RU
minecraft:soul_sand	block.minecraft.soul_sand	Soul Sand	Песок душ	HAS_RU
minecraft:soul_soil	block.minecraft.soul_soil	Soul Soil	Почва душ	HAS_RU
minecraft:soul_torch	block.minecraft.soul_torch	Soul Torch	Факел душ	HAS_RU
minecraft:spawner	block.minecraft.spawner	Monster Spawner	Рассадник монстров	HAS_RU
minecraft:spectral_arrow	item.minecraft.spectral_arrow	Spectral Arrow	Спектральная стрела	HAS_RU
minecraft:spider_eye	item.minecraft.spider_eye	Spider Eye	Паучий глаз	HAS_RU
minecraft:spider_spawn_egg	item.minecraft.spider_spawn_egg	Spider Spawn Egg	Яйцо призыва паука	HAS_RU
minecraft:spire_armor_trim_smithing_template	item.minecraft.spire_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:splash_potion	item.minecraft.splash_potion	Splash Potion	Взрывное зелье	HAS_RU
minecraft:sponge	block.minecraft.sponge	Sponge	Губка	HAS_RU
minecraft:spore_blossom	block.minecraft.spore_blossom	Spore Blossom	Спороцвет	HAS_RU
minecraft:spruce_boat	item.minecraft.spruce_boat	Spruce Boat	Еловая лодка	HAS_RU
minecraft:spruce_button	block.minecraft.spruce_button	Spruce Button	Еловая кнопка	HAS_RU
minecraft:spruce_chest_boat	item.minecraft.spruce_chest_boat	Spruce Boat with Chest	Еловая грузовая лодка	HAS_RU
minecraft:spruce_door	block.minecraft.spruce_door	Spruce Door	Еловая дверь	HAS_RU
minecraft:spruce_fence	block.minecraft.spruce_fence	Spruce Fence	Еловый забор	HAS_RU
minecraft:spruce_fence_gate	block.minecraft.spruce_fence_gate	Spruce Fence Gate	Еловая калитка	HAS_RU
minecraft:spruce_hanging_sign	block.minecraft.spruce_hanging_sign	Spruce Hanging Sign	Еловая подвесная табличка	HAS_RU
minecraft:spruce_leaves	block.minecraft.spruce_leaves	Spruce Leaves	Хвоя	HAS_RU
minecraft:spruce_log	block.minecraft.spruce_log	Spruce Log	Еловое бревно	HAS_RU
minecraft:spruce_planks	block.minecraft.spruce_planks	Spruce Planks	Еловые доски	HAS_RU
minecraft:spruce_pressure_plate	block.minecraft.spruce_pressure_plate	Spruce Pressure Plate	Еловая нажимная плита	HAS_RU
minecraft:spruce_sapling	block.minecraft.spruce_sapling	Spruce Sapling	Саженец ели	HAS_RU
minecraft:spruce_sign	block.minecraft.spruce_sign	Spruce Sign	Еловая табличка	HAS_RU
minecraft:spruce_slab	block.minecraft.spruce_slab	Spruce Slab	Еловая плита	HAS_RU
minecraft:spruce_stairs	block.minecraft.spruce_stairs	Spruce Stairs	Еловые ступеньки	HAS_RU
minecraft:spruce_trapdoor	block.minecraft.spruce_trapdoor	Spruce Trapdoor	Еловый люк	HAS_RU
minecraft:spruce_wood	block.minecraft.spruce_wood	Spruce Wood	Ель	HAS_RU
minecraft:spyglass	item.minecraft.spyglass	Spyglass	Подзорная труба	HAS_RU
minecraft:squid_spawn_egg	item.minecraft.squid_spawn_egg	Squid Spawn Egg	Яйцо призыва спрута	HAS_RU
minecraft:stick	item.minecraft.stick	Stick	Палка	HAS_RU
minecraft:sticky_piston	block.minecraft.sticky_piston	Sticky Piston	Липкий поршень	HAS_RU
minecraft:stone	block.minecraft.stone	Stone	Камень	HAS_RU
minecraft:stone_axe	item.minecraft.stone_axe	Stone Axe	Каменный топор	HAS_RU
minecraft:stone_brick_slab	block.minecraft.stone_brick_slab	Stone Brick Slab	Плита из каменного кирпича	HAS_RU
minecraft:stone_brick_stairs	block.minecraft.stone_brick_stairs	Stone Brick Stairs	Ступеньки из каменного кирпича	HAS_RU
minecraft:stone_brick_wall	block.minecraft.stone_brick_wall	Stone Brick Wall	Ограда из каменного кирпича	HAS_RU
minecraft:stone_bricks	block.minecraft.stone_bricks	Stone Bricks	Каменные кирпичи	HAS_RU
minecraft:stone_button	block.minecraft.stone_button	Stone Button	Каменная кнопка	HAS_RU
minecraft:stone_hoe	item.minecraft.stone_hoe	Stone Hoe	Каменная мотыга	HAS_RU
minecraft:stone_pickaxe	item.minecraft.stone_pickaxe	Stone Pickaxe	Каменная кирка	HAS_RU
minecraft:stone_pressure_plate	block.minecraft.stone_pressure_plate	Stone Pressure Plate	Каменная нажимная плита	HAS_RU
minecraft:stone_shovel	item.minecraft.stone_shovel	Stone Shovel	Каменная лопата	HAS_RU
minecraft:stone_slab	block.minecraft.stone_slab	Stone Slab	Каменная плита	HAS_RU
minecraft:stone_stairs	block.minecraft.stone_stairs	Stone Stairs	Каменные ступеньки	HAS_RU
minecraft:stone_sword	item.minecraft.stone_sword	Stone Sword	Каменный меч	HAS_RU
minecraft:stonecutter	block.minecraft.stonecutter	Stonecutter	Камнерез	HAS_RU
minecraft:stray_spawn_egg	item.minecraft.stray_spawn_egg	Stray Spawn Egg	Яйцо призыва зимогора	HAS_RU
minecraft:strider_spawn_egg	item.minecraft.strider_spawn_egg	Strider Spawn Egg	Яйцо призыва лавомерки	HAS_RU
minecraft:string	item.minecraft.string	String	Нить	HAS_RU
minecraft:stripped_acacia_log	block.minecraft.stripped_acacia_log	Stripped Acacia Log	Обтёсанное акациевое бревно	HAS_RU
minecraft:stripped_acacia_wood	block.minecraft.stripped_acacia_wood	Stripped Acacia Wood	Обтёсанная акациевая древесина	HAS_RU
minecraft:stripped_bamboo_block	block.minecraft.stripped_bamboo_block	Block of Stripped Bamboo	Блок обтёсанного бамбука	HAS_RU
minecraft:stripped_birch_log	block.minecraft.stripped_birch_log	Stripped Birch Log	Обтёсанное берёзовое бревно	HAS_RU
minecraft:stripped_birch_wood	block.minecraft.stripped_birch_wood	Stripped Birch Wood	Обтёсанная берёзовая древесина	HAS_RU
minecraft:stripped_cherry_log	block.minecraft.stripped_cherry_log	Stripped Cherry Log	Обтёсанное вишнёвое бревно	HAS_RU
minecraft:stripped_cherry_wood	block.minecraft.stripped_cherry_wood	Stripped Cherry Wood	Обтёсанная вишнёвая древесина	HAS_RU
minecraft:stripped_crimson_hyphae	block.minecraft.stripped_crimson_hyphae	Stripped Crimson Hyphae	Очищенные багровые гифы	HAS_RU
minecraft:stripped_crimson_stem	block.minecraft.stripped_crimson_stem	Stripped Crimson Stem	Очищенный багровый стебель	HAS_RU
minecraft:stripped_dark_oak_log	block.minecraft.stripped_dark_oak_log	Stripped Dark Oak Log	Обтёсанное бревно тёмного дуба	HAS_RU
minecraft:stripped_dark_oak_wood	block.minecraft.stripped_dark_oak_wood	Stripped Dark Oak Wood	Обтёсанная древесина тёмного дуба	HAS_RU
minecraft:stripped_jungle_log	block.minecraft.stripped_jungle_log	Stripped Jungle Log	Обтёсанное бревно тропического дерева	HAS_RU
minecraft:stripped_jungle_wood	block.minecraft.stripped_jungle_wood	Stripped Jungle Wood	Обтёсанная тропическая древесина	HAS_RU
minecraft:stripped_mangrove_log	block.minecraft.stripped_mangrove_log	Stripped Mangrove Log	Обтёсанное мангровое бревно	HAS_RU
minecraft:stripped_mangrove_wood	block.minecraft.stripped_mangrove_wood	Stripped Mangrove Wood	Обтёсанная мангровая древесина	HAS_RU
minecraft:stripped_oak_log	block.minecraft.stripped_oak_log	Stripped Oak Log	Обтёсанное дубовое бревно	HAS_RU
minecraft:stripped_oak_wood	block.minecraft.stripped_oak_wood	Stripped Oak Wood	Обтёсанная дубовая древесина	HAS_RU
minecraft:stripped_spruce_log	block.minecraft.stripped_spruce_log	Stripped Spruce Log	Обтёсанное еловое бревно	HAS_RU
minecraft:stripped_spruce_wood	block.minecraft.stripped_spruce_wood	Stripped Spruce Wood	Обтёсанная еловая древесина	HAS_RU
minecraft:stripped_warped_hyphae	block.minecraft.stripped_warped_hyphae	Stripped Warped Hyphae	Очищенные искажённые гифы	HAS_RU
minecraft:stripped_warped_stem	block.minecraft.stripped_warped_stem	Stripped Warped Stem	Очищенный искажённый стебель	HAS_RU
minecraft:structure_block	block.minecraft.structure_block	Structure Block	Блок-конструктор	HAS_RU
minecraft:structure_void	block.minecraft.structure_void	Structure Void	Пустой блок	HAS_RU
minecraft:sugar	item.minecraft.sugar	Sugar	Сахар	HAS_RU
minecraft:sugar_cane	block.minecraft.sugar_cane	Sugar Cane	Сахарный тростник	HAS_RU
minecraft:sunflower	block.minecraft.sunflower	Sunflower	Подсолнух	HAS_RU
minecraft:suspicious_gravel	block.minecraft.suspicious_gravel	Suspicious Gravel	Подозрительный гравий	HAS_RU
minecraft:suspicious_sand	block.minecraft.suspicious_sand	Suspicious Sand	Подозрительный песок	HAS_RU
minecraft:suspicious_stew	item.minecraft.suspicious_stew	Suspicious Stew	Загадочное рагу	HAS_RU
minecraft:sweet_berries	item.minecraft.sweet_berries	Sweet Berries	Сладкие ягоды	HAS_RU
minecraft:tadpole_bucket	item.minecraft.tadpole_bucket	Bucket of Tadpole	Головастик в ведре	HAS_RU
minecraft:tadpole_spawn_egg	item.minecraft.tadpole_spawn_egg	Tadpole Spawn Egg	Яйцо призыва головастика	HAS_RU
minecraft:tall_grass	block.minecraft.tall_grass	Tall Grass	Высокая трава	HAS_RU
minecraft:target	block.minecraft.target	Target	Мишень	HAS_RU
minecraft:terracotta	block.minecraft.terracotta	Terracotta	Терракота	HAS_RU
minecraft:tide_armor_trim_smithing_template	item.minecraft.tide_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:tinted_glass	block.minecraft.tinted_glass	Tinted Glass	Тонированное стекло	HAS_RU
minecraft:tipped_arrow	item.minecraft.tipped_arrow	Tipped Arrow	Обработанная стрела	HAS_RU
minecraft:tnt	block.minecraft.tnt	TNT	Динамит	HAS_RU
minecraft:tnt_minecart	item.minecraft.tnt_minecart	Minecart with TNT	Вагонетка с динамитом	HAS_RU
