"id"	"source_hash"	"verdict"	"recommendation"	"reason"	"checked_dimensions"	"reviewer"	"method"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_emerald.json:/effects/0"	"sha256:760996b8b014e895e52622057c3c2ad8dcda65e5cd66b93080dd6d363b922437"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_emerald.json:/effects/1"	"sha256:9418f5d77e7bec73c2f7e5b404f4945675ab62a7158c878de8bc22de4f46063e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_emerald.json:/effects/2"	"sha256:750db518cb8ac7089bd049f4db92f0bb703e4f066da4ef181e1bf642add9fa6e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_emerald.json:/effects/3"	"sha256:2c5a6b199713c11725e6f5ecda0f1e6006548abb77f03ac4e777bb2fb960a5b8"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_emerald.json:/text/0/text"	"sha256:74eae3c9e42d2f1bbb16a85b70613e8e16c83b17a04d885e9c1d0850f201b993"	"CHANGE"	"Лучший друг крестьянина, но не позволяй крестьянам видеть, как ты накладываешь его! Эти талисманы удачи не для вас."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_experienced.json:/effects/0"	"sha256:e2c249f865e5f5e87fa89760d1bf253ff2745d9569ebef06644504fae9fd2b71"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_experienced.json:/effects/1"	"sha256:6448ff6915d0d8e2de9d8113e0f0100623e6993ea33f7f4610d237a54be0d71d"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_experienced.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_experienced.json:/text/0/text"	"sha256:cdd60ee33c06557a530a27872ad00173dfb9d440086275818d4c31515b6ea84d"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_fireprimer.json:/effects/0"	"sha256:d853c6af81484b705d47450d77c1cbe479f2a9aafcadc55810d65c286bb37435"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_fireprimer.json:/effects/1"	"sha256:750db518cb8ac7089bd049f4db92f0bb703e4f066da4ef181e1bf642add9fa6e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_fireprimer.json:/effects/2"	"sha256:2c5a6b199713c11725e6f5ecda0f1e6006548abb77f03ac4e777bb2fb960a5b8"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_fireprimer.json:/text/0/text"	"sha256:bc5022c42e5473b59855f36dc2c540098f6d271ae735369e65b4584ff61f8cc5"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_magnetic.json:/effects/0"	"sha256:140eecd5f84657147c030859335e8ff01a593ad3ec8f08be31b916aa91218bc0"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_magnetic.json:/effects/1"	"sha256:3e68ed2589d2b8715537552cdff807c7f0d5ad066eb459234fb5ce9e987d657f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_magnetic.json:/effects/2"	"sha256:0628c92740dd2a0289c307f539147dbe5f033e8c1a613aef9b1e6bb4c8842a92"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_magnetic.json:/effects/3"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_magnetic.json:/text/0/text"	"sha256:5e64d5aa8e5d7a2f2d67a84272a30ae425a291d7986b5c2d650b6cf21268132e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_netherite.json:/effects/0"	"sha256:3ae6e819f2b30105ec2c0b3507cb2768016497256fa5246bc0b360e09b775cea"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_netherite.json:/effects/1"	"sha256:750db518cb8ac7089bd049f4db92f0bb703e4f066da4ef181e1bf642add9fa6e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_netherite.json:/effects/2"	"sha256:2c5a6b199713c11725e6f5ecda0f1e6006548abb77f03ac4e777bb2fb960a5b8"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_netherite.json:/text/0/text"	"sha256:61c427f0eab300439ed74155a08d6e5b816046fd599862a57f4769aaa46af5e7"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_netherite.json:/text/1/text"	"sha256:21437e52087da7539de6b396832c11c0237e7bd8b4ee744601539a94e5fee054"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_overforced.json:/effects/0"	"sha256:5108e695f0351dbc95a8cfc196e776fb0d01bdf8ef6cb5ec1083fb63198b3a12"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_overforced.json:/effects/1"	"sha256:49cecf10146ca364355fdb75a4e77a2c7604bedd2009c69de00db14e01a05618"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_overforced.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_overforced.json:/text/0/text"	"sha256:afe55c82873ec6c1df05e71e90a55137ec1c2519708fa683efd4cba6a7c9406d"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_reinforced.json:/effects/0"	"sha256:0cfb9fd0802d8fe1d3b7cbd6c3a3c916b9cc14700a818441e2b1431d589839d7"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_reinforced.json:/effects/1"	"sha256:192578691477ced40ea67ce63d6a1669f9008149e3b925fc6bf86458439be5f1"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_reinforced.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_reinforced.json:/text/0/text"	"sha256:140f4c593e9c2ec81ce1d1935440085761a2fd47565f8da2c79d5496827dd94b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_scope.json:/effects/0"	"sha256:0c72cd5ae83ea3bc8245433688be68eb57261738f2ddba5596dc3bf60c5b30c1"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_scope.json:/effects/1"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_scope.json:/effects/2"	"sha256:2c5a6b199713c11725e6f5ecda0f1e6006548abb77f03ac4e777bb2fb960a5b8"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_scope.json:/text/0/text"	"sha256:9959f3a40492dc83a8c7f930c752fd5560b166ae81eb6e2628ee6d1181bf099a"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_smelting.json:/effects/0"	"sha256:4cc21f420ec53d5463ca5821f9d353335248ffc54a3e817a3d86646d61990837"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_smelting.json:/effects/1"	"sha256:0b4a841dedef37dc0edac783b1cc7147c49f7c276e290bbf160bd6a1fcf00853"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_smelting.json:/effects/2"	"sha256:706edecea36ccbe4e5977e0d928c664d5d1e14a529387decc5a6e92711b26fbd"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_smelting.json:/effects/3"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_smelting.json:/text/0/text"	"sha256:6b4913febb715fe285182f2a663de047f440073a1f96324b13c8a2675052eaee"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_soulbound.json:/effects/0"	"sha256:bb9a42c81925bdeaa45c7b66563a495b3ce233d7a866acb5e65cc6bbd08c7cb5"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_soulbound.json:/effects/1"	"sha256:750db518cb8ac7089bd049f4db92f0bb703e4f066da4ef181e1bf642add9fa6e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_soulbound.json:/effects/2"	"sha256:2c5a6b199713c11725e6f5ecda0f1e6006548abb77f03ac4e777bb2fb960a5b8"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_soulbound.json:/text/0/text"	"sha256:7db668d56b48219bb731637b799d9497478186385c6c435768e10d7dac4965fa"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_tank.json:/effects/0"	"sha256:14fb928976d8f61666dbb04d3f1df167e647c9c8a2c4ad4b24deb23ea19ec3f5"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_tank.json:/effects/1"	"sha256:46f03c4be2a4864afe329ac85c4281e94261a4beb09ca46f5de7e70871072cbe"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_tank.json:/effects/2"	"sha256:7f7141aafd5b8706635f453ae68b343fed3172766bcb127d62ce52fb80d4c9d4"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_tank.json:/effects/3"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_tank.json:/text/0/text"	"sha256:87cec8c68eb4ffe2c4de44677d899e6b49b1afbb8d744f1723f00f1eaa54cdb6"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_the_one_probe.json:/effects/0"	"sha256:a5d5262e34850b15adf732b578f728be920e1613ba09a8803d6610a6992e9747"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_the_one_probe.json:/effects/1"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_the_one_probe.json:/effects/2"	"sha256:2c5a6b199713c11725e6f5ecda0f1e6006548abb77f03ac4e777bb2fb960a5b8"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_the_one_probe.json:/text/0/text"	"sha256:61efdfb8a6e629e5392e526db96d7f288113af3fb58994a6e635ef12af06884b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_the_one_probe.json:/text/1/text"	"sha256:38178a20b470cfd18299fb1593dd4ba706f1a83321dac051d01086efd8b7a96f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_zoom.json:/effects/0"	"sha256:ea9faec4f833b85ac2557300c7c238697eb21c1219ac561dadc62bfa19f55d85"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_zoom.json:/effects/1"	"sha256:750db518cb8ac7089bd049f4db92f0bb703e4f066da4ef181e1bf642add9fa6e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_zoom.json:/effects/2"	"sha256:2c5a6b199713c11725e6f5ecda0f1e6006548abb77f03ac4e777bb2fb960a5b8"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_zoom.json:/text/0/text"	"sha256:b2c98e2e7321ff2bc7b9088f4826a696ed8b08a9d7e65f0c509b29d84f823a43"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/harvest.json:/text/0/text"	"sha256:9cfa94adecfc5ab6c41497c7a8c2eeba1f3d1233736668b92615aba6a6cafe8f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/harvest.json:/text/1/text"	"sha256:a4a45338dd45705a9e94541b04bc55989ee1815db6502cde831b46c7b4e8bca5"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/harvest.json:/title"	"sha256:820dd2b032e7ba0383dd977d1ef09578f9a9289a59a4551ec03e5cad5d249e7f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:puny_smelting:upgrades/harvest/tconstruct_blasting.json:/effects/0"	"sha256:d3b5f3d02caf193800cc0bcc290df5894c743d10f8b69e0a29d86e849fa42e94"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
