item_id	translation_key	source
kubejs:right_arrow_sign	block.kubejs.right_arrow_sign	sign
kubejs:room_node_block	block.kubejs.room_node_block	Room Node Block
kubejs:room_node_block_spawn	block.kubejs.room_node_block_spawn	Room Node Block Spawn
kubejs:room_node_connector	block.kubejs.room_node_connector	Room Node Connector
kubejs:rotten_wallpaper_block	block.kubejs.rotten_wallpaper_block	Rotten Wallpaper Block
kubejs:sculk_carapace	block.kubejs.sculk_carapace	Sculk Carapace
kubejs:sculk_scrubber	block.kubejs.sculk_scrubber	Sculk Scrubber
kubejs:sculk_shroom	block.kubejs.sculk_shroom	Sculk Shroom
kubejs:sculk_slab	block.kubejs.sculk_slab	Sculk Slab
kubejs:sculk_stairs	block.kubejs.sculk_stairs	Sculk Stairs
kubejs:sculk_tendrils	block.kubejs.sculk_tendrils	Sculk Tendrils
kubejs:sculked_sculk_scrubber	block.kubejs.sculked_sculk_scrubber	Sculked Sculk Scrubber
kubejs:shop_terminal	block.kubejs.shop_terminal	Shop Terminal
kubejs:skull_sign	block.kubejs.skull_sign	sign
kubejs:sky_day_block	block.kubejs.sky_day_block	Day Sky Block
kubejs:sky_morning_block	block.kubejs.sky_morning_block	Morning Sky Block
kubejs:sky_night_block	block.kubejs.sky_night_block	Night Sky Block
kubejs:sky_sunset_block	block.kubejs.sky_sunset_block	Sunset Sky Block
kubejs:soggy_carpet	block.kubejs.soggy_carpet	Soggy Carpet
kubejs:soul_carpet	block.kubejs.soul_carpet	Soul Carpet
kubejs:spruce_flooring_block	block.kubejs.spruce_flooring_block	Spruce Flooring
kubejs:stop_sign	block.kubejs.stop_sign	sign
kubejs:strange_bricks	block.kubejs.strange_bricks	Strange Bricks
kubejs:stripped_wallpaper	block.kubejs.stripped_wallpaper	Stripped Wallpaper
kubejs:stripped_wallpaper2	block.kubejs.stripped_wallpaper2	Stripped Wallpaper
kubejs:stripped_wallpaper2_perm	block.kubejs.stripped_wallpaper2_perm	Stripped Wallpaper (Permanent)
kubejs:stripped_wallpaper3	block.kubejs.stripped_wallpaper3	Stripped Wallpaper
kubejs:stripped_wallpaper3_perm	block.kubejs.stripped_wallpaper3_perm	Stripped Wallpaper (Permanent)
kubejs:stripped_wallpaper4	block.kubejs.stripped_wallpaper4	Stripped Wallpaper
kubejs:stripped_wallpaper4_perm	block.kubejs.stripped_wallpaper4_perm	Stripped Wallpaper (Permanent)
kubejs:stripped_wallpaper5	block.kubejs.stripped_wallpaper5	Stripped Wallpaper
kubejs:stripped_wallpaper5_perm	block.kubejs.stripped_wallpaper5_perm	Stripped Wallpaper (Permanent)
kubejs:stripped_wallpaper6	block.kubejs.stripped_wallpaper6	Stripped Wallpaper
kubejs:stripped_wallpaper6_perm	block.kubejs.stripped_wallpaper6_perm	Stripped Wallpaper (Permanent)
kubejs:stripped_wallpaper7	block.kubejs.stripped_wallpaper7	Stripped Wallpaper
kubejs:stripped_wallpaper7_perm	block.kubejs.stripped_wallpaper7_perm	Stripped Wallpaper (Permanent)
kubejs:stripped_wallpaper_perm	block.kubejs.stripped_wallpaper_perm	Stripped Wallpaper (Permanent)
kubejs:structure_foam_expanding	block.kubejs.structure_foam_expanding	Expanding Structure Foam
kubejs:structure_foam_placeholder	block.kubejs.structure_foam_placeholder	Placeholder Structure Foam
kubejs:traffic_pole	block.kubejs.traffic_pole	sign
kubejs:treated_wood_flooring_block	block.kubejs.treated_wood_flooring_block	Treated Wood Flooring
kubejs:tripple_sign	block.kubejs.tripple_sign	sign
kubejs:turn_back_sign	block.kubejs.turn_back_sign	sign
kubejs:unknown1	block.kubejs.unknown1	sign
kubejs:unstable_room_node_block	block.kubejs.unstable_room_node_block	Unstable Room Node Block
kubejs:wall_destroyer	block.kubejs.wall_destroyer	Wall Piercer
kubejs:wallpaper1	block.kubejs.wallpaper1	Wallpaper
kubejs:wallpaper1_slab	block.kubejs.wallpaper1_slab	Wallpaper Slab
kubejs:wallpaper2	block.kubejs.wallpaper2	Wallpaper (Large Dots)
kubejs:wallpaper3	block.kubejs.wallpaper3	Wallpaper (Small Dots)
kubejs:wallpaper4	block.kubejs.wallpaper4	Wallpaper (Plain)
kubejs:wallpaper5	block.kubejs.wallpaper5	Wallpaper (Hotel)
kubejs:wallpaper5_slab	block.kubejs.wallpaper5_slab	Wallpaper Slab (Hotel)
kubejs:wallpaper6	block.kubejs.wallpaper6	Wallpaper (Striped)
kubejs:wallpaper7	block.kubejs.wallpaper7	Wallpaper (Pink)
kubejs:wallpaper_concrete1	block.kubejs.wallpaper_concrete1	Old Concrete
kubejs:wallpaper_concrete2	block.kubejs.wallpaper_concrete2	Old Concrete
kubejs:wallpaper_concrete2_dark	block.kubejs.wallpaper_concrete2_dark	Old Concrete (Dark)
kubejs:wallpaper_concrete_pillar1	block.kubejs.wallpaper_concrete_pillar1	Old Concrete Pillar
kubejs:wallpaper_concrete_pillar_dark_hazard1	block.kubejs.wallpaper_concrete_pillar_dark_hazard1	Old Concrete Pillar (Dark)
kubejs:wallpaper_fake	block.kubejs.wallpaper_fake	Fake Wallpaper
kubejs:wallpaper_manila1	block.kubejs.wallpaper_manila1	Wallpaper (Manila)
kubejs:wallpaper_manila2	block.kubejs.wallpaper_manila2	Wallpaper (Manila, Depricated)
kubejs:wallpaper_manila3	block.kubejs.wallpaper_manila3	Wallpaper (Manila, Depricated)
kubejs:wallpaper_nest	block.kubejs.wallpaper_nest	Wallpaper Nest
kubejs:wallpaper_nest_perm	block.kubejs.wallpaper_nest_perm	Wallpaper Nest (Permanent)
kubejs:wallpaper_soft	block.kubejs.wallpaper_soft	Wallpaper
kubejs:warped_flooring_block	block.kubejs.warped_flooring_block	Warped Flooring
kubejs:weird_chair	block.kubejs.weird_chair	Weird Chair (Oak)
kubejs:wet_asphalt_floor	block.kubejs.wet_asphalt_floor	Wet Asphalt Floor
kubejs:wet_pool_tiles_fake	block.kubejs.wet_pool_tiles_fake	Fake Pool Tiles (Wet)
kubejs:witahdigroi_sign	block.kubejs.witahdigroi_sign	sign
kubejs:wooden_silverfish_cage	block.kubejs.wooden_silverfish_cage	Wooden Silverfish Cage (Filled)
minecraft:coast_armor_trim_smithing_template	item.minecraft.coast_armor_trim_smithing_template	Smithing Template
minecraft:dune_armor_trim_smithing_template	item.minecraft.dune_armor_trim_smithing_template	Smithing Template
minecraft:eye_armor_trim_smithing_template	item.minecraft.eye_armor_trim_smithing_template	Smithing Template
minecraft:host_armor_trim_smithing_template	item.minecraft.host_armor_trim_smithing_template	Smithing Template
minecraft:netherite_upgrade_smithing_template	item.minecraft.netherite_upgrade_smithing_template	Smithing Template
minecraft:raiser_armor_trim_smithing_template	item.minecraft.raiser_armor_trim_smithing_template	Smithing Template
minecraft:rib_armor_trim_smithing_template	item.minecraft.rib_armor_trim_smithing_template	Smithing Template
minecraft:sentry_armor_trim_smithing_template	item.minecraft.sentry_armor_trim_smithing_template	Smithing Template
minecraft:shaper_armor_trim_smithing_template	item.minecraft.shaper_armor_trim_smithing_template	Smithing Template
minecraft:silence_armor_trim_smithing_template	item.minecraft.silence_armor_trim_smithing_template	Smithing Template
minecraft:snout_armor_trim_smithing_template	item.minecraft.snout_armor_trim_smithing_template	Smithing Template
minecraft:spire_armor_trim_smithing_template	item.minecraft.spire_armor_trim_smithing_template	Smithing Template
minecraft:tide_armor_trim_smithing_template	item.minecraft.tide_armor_trim_smithing_template	Smithing Template
minecraft:vex_armor_trim_smithing_template	item.minecraft.vex_armor_trim_smithing_template	Smithing Template
minecraft:ward_armor_trim_smithing_template	item.minecraft.ward_armor_trim_smithing_template	Smithing Template
minecraft:wayfinder_armor_trim_smithing_template	item.minecraft.wayfinder_armor_trim_smithing_template	Smithing Template
minecraft:wild_armor_trim_smithing_template	item.minecraft.wild_armor_trim_smithing_template	Smithing Template
storagedrawers:acacia_full_drawers_1	item.storagedrawers.acacia_full_drawers_1	Acacia Drawers 1x1
storagedrawers:acacia_full_drawers_2	item.storagedrawers.acacia_full_drawers_2	Acacia Drawers 1x2
storagedrawers:acacia_full_drawers_4	item.storagedrawers.acacia_full_drawers_4	Acacia Drawers 2x2
storagedrawers:acacia_half_drawers_1	item.storagedrawers.acacia_half_drawers_1	Acacia Half Drawers 1x1
storagedrawers:acacia_half_drawers_2	item.storagedrawers.acacia_half_drawers_2	Acacia Half Drawers 1x2
storagedrawers:acacia_half_drawers_4	item.storagedrawers.acacia_half_drawers_4	Acacia Half Drawers 2x2
storagedrawers:bamboo_full_drawers_1	item.storagedrawers.bamboo_full_drawers_1	Bamboo Drawers 1x1
storagedrawers:bamboo_full_drawers_2	item.storagedrawers.bamboo_full_drawers_2	Bamboo Drawers 1x2
storagedrawers:bamboo_full_drawers_4	item.storagedrawers.bamboo_full_drawers_4	Bamboo Drawers 2x2
storagedrawers:bamboo_half_drawers_1	item.storagedrawers.bamboo_half_drawers_1	Bamboo Half Drawers 1x1
storagedrawers:bamboo_half_drawers_2	item.storagedrawers.bamboo_half_drawers_2	Bamboo Half Drawers 1x2
storagedrawers:bamboo_half_drawers_4	item.storagedrawers.bamboo_half_drawers_4	Bamboo Half Drawers 2x2
storagedrawers:birch_full_drawers_1	item.storagedrawers.birch_full_drawers_1	Birch Drawers 1x1
storagedrawers:birch_full_drawers_2	item.storagedrawers.birch_full_drawers_2	Birch Drawers 1x2
storagedrawers:birch_full_drawers_4	item.storagedrawers.birch_full_drawers_4	Birch Drawers 2x2
storagedrawers:birch_half_drawers_1	item.storagedrawers.birch_half_drawers_1	Birch Half Drawers 1x1
storagedrawers:birch_half_drawers_2	item.storagedrawers.birch_half_drawers_2	Birch Half Drawers 1x2
storagedrawers:birch_half_drawers_4	item.storagedrawers.birch_half_drawers_4	Birch Half Drawers 2x2
storagedrawers:cherry_full_drawers_1	item.storagedrawers.cherry_full_drawers_1	Cherry Drawers 1x1
storagedrawers:cherry_full_drawers_2	item.storagedrawers.cherry_full_drawers_2	Cherry Drawers 1x2
storagedrawers:cherry_full_drawers_4	item.storagedrawers.cherry_full_drawers_4	Cherry Drawers 2x2
storagedrawers:cherry_half_drawers_1	item.storagedrawers.cherry_half_drawers_1	Cherry Half Drawers 1x1
storagedrawers:cherry_half_drawers_2	item.storagedrawers.cherry_half_drawers_2	Cherry Half Drawers 1x2
storagedrawers:cherry_half_drawers_4	item.storagedrawers.cherry_half_drawers_4	Cherry Half Drawers 2x2
storagedrawers:crimson_full_drawers_1	item.storagedrawers.crimson_full_drawers_1	Crimson Drawers 1x1
storagedrawers:crimson_full_drawers_2	item.storagedrawers.crimson_full_drawers_2	Crimson Drawers 1x2
storagedrawers:crimson_full_drawers_4	item.storagedrawers.crimson_full_drawers_4	Crimson Drawers 2x2
storagedrawers:crimson_half_drawers_1	item.storagedrawers.crimson_half_drawers_1	Crimson Half Drawers 1x1
storagedrawers:crimson_half_drawers_2	item.storagedrawers.crimson_half_drawers_2	Crimson Half Drawers 1x2
storagedrawers:crimson_half_drawers_4	item.storagedrawers.crimson_half_drawers_4	Crimson Half Drawers 2x2
storagedrawers:dark_oak_full_drawers_1	item.storagedrawers.dark_oak_full_drawers_1	Dark Oak Drawers 1x1
storagedrawers:dark_oak_full_drawers_2	item.storagedrawers.dark_oak_full_drawers_2	Dark Oak Drawers 1x2
storagedrawers:dark_oak_full_drawers_4	item.storagedrawers.dark_oak_full_drawers_4	Dark Oak Drawers 2x2
storagedrawers:dark_oak_half_drawers_1	item.storagedrawers.dark_oak_half_drawers_1	Dark Oak Half Drawers 1x1
storagedrawers:dark_oak_half_drawers_2	item.storagedrawers.dark_oak_half_drawers_2	Dark Oak Half Drawers 1x2
storagedrawers:dark_oak_half_drawers_4	item.storagedrawers.dark_oak_half_drawers_4	Dark Oak Half Drawers 2x2
storagedrawers:jungle_full_drawers_1	item.storagedrawers.jungle_full_drawers_1	Jungle Drawers 1x1
storagedrawers:jungle_full_drawers_2	item.storagedrawers.jungle_full_drawers_2	Jungle Drawers 1x2
storagedrawers:jungle_full_drawers_4	item.storagedrawers.jungle_full_drawers_4	Jungle Drawers 2x2
storagedrawers:jungle_half_drawers_1	item.storagedrawers.jungle_half_drawers_1	Jungle Half Drawers 1x1
storagedrawers:jungle_half_drawers_2	item.storagedrawers.jungle_half_drawers_2	Jungle Half Drawers 1x2
storagedrawers:jungle_half_drawers_4	item.storagedrawers.jungle_half_drawers_4	Jungle Half Drawers 2x2
storagedrawers:mangrove_full_drawers_1	item.storagedrawers.mangrove_full_drawers_1	Mangrove Drawers 1x1
storagedrawers:mangrove_full_drawers_2	item.storagedrawers.mangrove_full_drawers_2	Mangrove Drawers 1x2
storagedrawers:mangrove_full_drawers_4	item.storagedrawers.mangrove_full_drawers_4	Mangrove Drawers 2x2
storagedrawers:mangrove_half_drawers_1	item.storagedrawers.mangrove_half_drawers_1	Mangrove Half Drawers 1x1
storagedrawers:mangrove_half_drawers_2	item.storagedrawers.mangrove_half_drawers_2	Mangrove Half Drawers 1x2
storagedrawers:mangrove_half_drawers_4	item.storagedrawers.mangrove_half_drawers_4	Mangrove Half Drawers 2x2
storagedrawers:oak_full_drawers_1	item.storagedrawers.oak_full_drawers_1	Oak Drawers 1x1
storagedrawers:oak_full_drawers_2	item.storagedrawers.oak_full_drawers_2	Oak Drawers 1x2
storagedrawers:oak_full_drawers_4	item.storagedrawers.oak_full_drawers_4	Oak Drawers 2x2
storagedrawers:oak_half_drawers_1	item.storagedrawers.oak_half_drawers_1	Oak Half Drawers 1x1
storagedrawers:oak_half_drawers_2	item.storagedrawers.oak_half_drawers_2	Oak Half Drawers 1x2
storagedrawers:oak_half_drawers_4	item.storagedrawers.oak_half_drawers_4	Oak Half Drawers 2x2
storagedrawers:spruce_full_drawers_1	item.storagedrawers.spruce_full_drawers_1	Spruce Drawers 1x1
storagedrawers:spruce_full_drawers_2	item.storagedrawers.spruce_full_drawers_2	Spruce Drawers 1x2
storagedrawers:spruce_full_drawers_4	item.storagedrawers.spruce_full_drawers_4	Spruce Drawers 2x2
storagedrawers:spruce_half_drawers_1	item.storagedrawers.spruce_half_drawers_1	Spruce Half Drawers 1x1
storagedrawers:spruce_half_drawers_2	item.storagedrawers.spruce_half_drawers_2	Spruce Half Drawers 1x2
storagedrawers:spruce_half_drawers_4	item.storagedrawers.spruce_half_drawers_4	Spruce Half Drawers 2x2
storagedrawers:warped_full_drawers_1	item.storagedrawers.warped_full_drawers_1	Warped Drawers 1x1
storagedrawers:warped_full_drawers_2	item.storagedrawers.warped_full_drawers_2	Warped Drawers 1x2
storagedrawers:warped_full_drawers_4	item.storagedrawers.warped_full_drawers_4	Warped Drawers 2x2
storagedrawers:warped_half_drawers_1	item.storagedrawers.warped_half_drawers_1	Warped Half Drawers 1x1
storagedrawers:warped_half_drawers_2	item.storagedrawers.warped_half_drawers_2	Warped Half Drawers 1x2
storagedrawers:warped_half_drawers_4	item.storagedrawers.warped_half_drawers_4	Warped Half Drawers 2x2
supplementaries:beachparty/sign_post_palm	item.supplementaries.beachparty/sign_post_palm	Beachparty sign Post Palm
supplementaries:botania/sign_post_dreamwood	item.supplementaries.botania/sign_post_dreamwood	Botania sign Post Dreamwood
supplementaries:botania/sign_post_livingwood	item.supplementaries.botania/sign_post_livingwood	Botania sign Post Livingwood
supplementaries:eidolon/sign_post_illwood	item.supplementaries.eidolon/sign_post_illwood	Eidolon sign Post Illwood
supplementaries:palegardenbackport/sign_post_pale_oak	item.supplementaries.palegardenbackport/sign_post_pale_oak	Palegardenbackport sign Post Pale Oak
supplementaries:tconstruct/sign_post_bloodshroom	item.supplementaries.tconstruct/sign_post_bloodshroom	Tconstruct sign Post Bloodshroom
supplementaries:tconstruct/sign_post_enderbark	item.supplementaries.tconstruct/sign_post_enderbark	Tconstruct sign Post Enderbark
supplementaries:tconstruct/sign_post_greenheart	item.supplementaries.tconstruct/sign_post_greenheart	Tconstruct sign Post Greenheart
supplementaries:tconstruct/sign_post_skyroot	item.supplementaries.tconstruct/sign_post_skyroot	Tconstruct sign Post Skyroot
supplementaries:thermal/sign_post_rubberwood	item.supplementaries.thermal/sign_post_rubberwood	Thermal sign Post Rubberwood
thermal:area_radius_augment	item.thermal.area_radius_augment	Radial Enhancement
thermal:blizz_rod	item.thermal.blizz_rod	Blizz Cube
thermal:charcoal_block	block.thermal.charcoal_block	Block of Charcoal
thermal:device_collector	block.thermal.device_collector	Vacuumulator
thermal:device_rock_gen	block.thermal.device_rock_gen	Igneous Extruder
thermal:device_xp_condenser	item.thermal.device_xp_condenser	Device XP Condenser
thermal:diving_boots	item.thermal.diving_boots	Diving Flippers
thermal:diving_chestplate	item.thermal.diving_chestplate	Diving Suit
thermal:earth_tnt	item.thermal.earth_tnt	Earth TNT
thermal:ender_tnt	item.thermal.ender_tnt	Ender TNT
thermal:explosive_grenade	item.thermal.explosive_grenade	Grenade
thermal:fire_tnt	item.thermal.fire_tnt	Fire TNT
thermal:flux_drill	item.thermal.flux_drill	Fluxbore
thermal:flux_saw	item.thermal.flux_saw	Fluxsaw
thermal:glowstone_mushroom_spores	item.thermal.glowstone_mushroom_spores	Glimmercap Spores
thermal:glowstone_tnt	item.thermal.glowstone_tnt	Glowstone TNT
thermal:gunpowder_mushroom_spores	item.thermal.gunpowder_mushroom_spores	Boomshroom Spores
thermal:ice_tnt	item.thermal.ice_tnt	Ice TNT
thermal:lightning_tnt	item.thermal.lightning_tnt	Lightning TNT
thermal:machine_bottler	block.thermal.machine_bottler	Fluid Encapsulator
thermal:machine_centrifuge	block.thermal.machine_centrifuge	Centrifugal Separator
thermal:machine_chiller	block.thermal.machine_chiller	Blast Chiller
thermal:machine_crystallizer	block.thermal.machine_crystallizer	Crystallizer
thermal:machine_frame	block.thermal.machine_frame	Machine Frame
thermal:machine_insolator	block.thermal.machine_insolator	Phytogenic Insolator
thermal:machine_press	block.thermal.machine_press	Multiservo Press
thermal:machine_pulverizer	block.thermal.machine_pulverizer	Pulverizer
thermal:machine_pyrolyzer	block.thermal.machine_pyrolyzer	Pyrolyzer
thermal:machine_refinery	block.thermal.machine_refinery	Fractionating Still
thermal:machine_smelter	block.thermal.machine_smelter	Induction Smelter
thermal:nuke_tnt	item.thermal.nuke_tnt	Nuke TNT
thermal:phyto_tnt	item.thermal.phyto_tnt	Phyto TNT
thermal:press_packing_2x2_die	item.thermal.press_packing_2x2_die	Press Packing 2x2 Die
thermal:press_packing_3x3_die	item.thermal.press_packing_3x3_die	Press Packing 3x3 Die
thermal:redstone_mushroom_spores	item.thermal.redstone_mushroom_spores	Fluxtooth Spores
thermal:redstone_tnt	item.thermal.redstone_tnt	Redstone TNT
thermal:rf_coil	item.thermal.rf_coil	RF Coil
thermal:rf_coil_augment	item.thermal.rf_coil_augment	RF Coil Augment
thermal:rf_coil_creative_augment	item.thermal.rf_coil_creative_augment	RF Coil Creative Augment
thermal:rf_coil_storage_augment	item.thermal.rf_coil_storage_augment	RF Coil Storage Augment
thermal:rf_coil_xfer_augment	item.thermal.rf_coil_xfer_augment	RF Coil Xfer Augment
thermal:rf_potato	item.thermal.rf_potato	RF Potato
thermal:slime_mushroom_spores	item.thermal.slime_mushroom_spores	Slitake Spores
thermal:slime_tnt	item.thermal.slime_tnt	Slime TNT
thermal:tinker_bench	block.thermal.tinker_bench	Tinker's Workbench
thermal:xp_crystal	item.thermal.xp_crystal	XP Crystal
thermal:xp_stew	item.thermal.xp_stew	XP Stew
thermal:xp_storage_augment	item.thermal.xp_storage_augment	XP Storage Augment
