id	source_hash	translation
block:block.enderio.fused_quartz_p_gray	sha256:3e2e005a50f93ad1fa6d063c4f06082803c395b455e50c5c13cb396f399a413f	Серый плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_green	sha256:869421390606225a944bf922999ea8623001c9f197c265ed19f82943e02b4a33	Зелёный плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_light_blue	sha256:166c6a1cb15fb2b9a452d29a14ba1377f50accb5c802188c62241e8510bfd6f4	Голубой плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_light_gray	sha256:729d7df17afe3fb2b79119c92b654a1c3e357491692a3defe115c5773ece24b1	Светло-серый плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_lime	sha256:1e5c80970eb38b7db638e1e5d5aa6f8a4e3dd360ffbeb2b19cf267f08caf1441	Лаймовый плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_magenta	sha256:a503ceae7c212bf012c0b34e1a83355dd494712afca20b84322370a8c141affb	Пурпурный плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_orange	sha256:312517b8fa918fd87f8e5287c19e957ffe1864299f97d68f9910116f74aec0ab	Оранжевый плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_pink	sha256:b827cf1714d37e03bc5932bef3fd788fef0d0412523bfb494ed2da429aa8578d	Розовый плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_purple	sha256:237f6a6acc3182b6f8b8e73a2bc78fade5b92c866bbe0719693b41f81d78dfa8	Фиолетовый плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_red	sha256:ad41f2c355ac692da8a2995719324ccce84e025dd5a1b37a2b5dc1f6529ca165	Красный плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_white	sha256:5e2c17c0ccfc96ddfbe9b16e962e341851a9b3d95e9e0847ceab57ed531611af	Белый плавленый кварц (проходят игроки)
block:block.enderio.fused_quartz_p_yellow	sha256:6d5c7ac67e5a324d4257f839da98df8a3bf1ce4c5c168aabab17bfd5cdfbdaa1	Жёлтый плавленый кварц (проходят игроки)
block:block.enderio.wall_enderman_head	sha256:d4b1f417b54601d9efaadff0641318ea6e10bca9f5ef779078f63d519cd0d2cb	Настенная голова эндермена
block:block.endertanks.ender_tank	sha256:719d8a38a20da6a0e00770193f62bfe6f4025c7bb03e9f1535f0bf91cce65185	Эндер-резервуар
block:block.exposure.flash	sha256:f3577cb543db90ce388e8461dd0e5f65b7d5b2f9ae4c4e497b104f4dc72539dd	Фотовспышка
block:block.fairylights.fastener	sha256:70534f1e5bf5fd61a1e937a40accf6418e7405b73b26e31c0814cd2baa955605	Крепление гирлянды
block:block.farmersdelight.basket	sha256:b331a771c2e30ea57e636f62e8c91facc0178cf1d6c80694e8dc7a90b0b6d08e	Корзина
block:block.fastpaintings.painting	sha256:3c080b85b195f820d9c42b7b8041432a0e5bb51b6e17c5225db7f56c482fa2b3	Картина
block:block.immersiveengineering.acetaldehyde_fluid_block	sha256:30933a70e9a1d706fa6943b46ffa645c8885683945bf3eb2596abe4f36412ebd	Ацетальдегид
block:block.immersiveengineering.biodiesel_fluid_block	sha256:d2b59875396374e7b1022a363ded8c88d93b23c041ae91e88037c29860bf4547	Биодизель
block:block.immersiveengineering.concrete_fluid_block	sha256:ae6d0efcb67923105971804aa138080cca78686009ee3039f90fa9df49231842	Жидкий бетон
block:block.immersiveengineering.creosote_fluid_block	sha256:6ffb3ba62a485742cd15c5c67edf3eff1c478bf99098ae5840097fd6b556e10f	Креозот
block:block.immersiveengineering.ethanol_fluid_block	sha256:709efab7cb7ef8e7d67d6559cc9892302f0e936b2fd8dac9edda7ef82f658044	Этанол
block:block.immersiveengineering.fake_light	sha256:bfec695c18b73e656bb37aacfd6f118fb9822d37132fa46ade887fa89b3f3010	Служебный свет
block:block.immersiveengineering.herbicide_fluid_block	sha256:297f387ffe70c54832086c4b7f4ddeefa7984fe379bd12892d19773f56a459bd	Гербицид
block:block.immersiveengineering.phenolic_resin_fluid_block	sha256:97993ca94b52f7b82d315873bdf315cf10ad930fdd1dae41b42ab015bb06f539	Фенольная смола
block:block.immersiveengineering.plantoil_fluid_block	sha256:b2687bf7d0b8fc8dd80c9c57e73a621df84bb8f12a4ac71fcae07d71fdeec5bd	Растительное масло
block:block.immersiveengineering.post_transformer	sha256:ebb98d98e324aafa8af45495c8f0885c4072981f4ca70a2494f2939a9e0a2953	Трансформатор на столбе
block:block.immersiveengineering.potted_hemp	sha256:9465500f1dadd1f25711ec615e0d78f6f0ff0d513d3c54b21a139f4c50df2f65	Конопля в горшке
block:block.immersiveengineering.redstone_acid_fluid_block	sha256:b792f0ba16fdbc06b20c2fe2954dbc554254255eddedbe96c28a1d230adcdff7	Редстоуновая кислота
block:block.immersiveengineering.shader_banner	sha256:84bef85d268d915eca0a991b42eac1cd424a8ba906033fa1c2965c33e1509b49	Флаг с шейдером
block:block.immersiveengineering.shader_banner_wall	sha256:0f108858458e7e4c783e96aa365f4af41e63ca519c4d6da253d9d9b205cba77d	Настенный флаг с шейдером
block:block.kubejs.ball_pit	sha256:b48352d382fdf2d0792cf7af4f9ac562aa76f2d0bb6f5f1acf55e239e7b07f5e	Бассейн с шариками
block:block.kubejs.explantion2_sign_red	sha256:ec04ef159cf10856694f03df55f821cd6a63bd729444e65e602c7acc71a6a478	Красный поясняющий знак
block:block.kubejs.red_locker_double	sha256:33b727fcc171c5964e8fe6e2adc279ba8a97de592963053b7936deb235abee55	Красный двойной шкафчик
block:block.kubejs.red_locker_single	sha256:6b776d92be7a0c7ee61f99768ff758a8c564e919613d8af9776d31a1f1ec95b5	Красный шкафчик
block:block.kubejs.traffic_pole_red	sha256:d65d7795f2f952e04e75870b8778f4e579708a4466b855fae873745980bf2368	Красный дорожный столб
block:block.kubejs.transparent_bedrock	sha256:1220211d4d5aa74370605526818c3fab669051a16378a017c03f272448c9af0a	Прозрачный бедрок
block:block.kubejs.uncanny_shroom_crop	sha256:83cfaf25a8668ece810619045c42b01526cdde8c1f0a01d9903b42efa5d7b958	Всходы зловещего гриба
block:block.kubejs.wall_cave_carrot_crop	sha256:bc112fe0a40e0fec625c46877cc01934ad97030ca9759a716f30141864904f88	Всходы пещерной моркови на стене
block:block.minecraft.black_wall_banner	sha256:7420bdcd4cc1f11cd0c7907b81a38e7bcc78acab94c251c81df00ca602501434	Чёрный настенный флаг
block:block.minecraft.blue_wall_banner	sha256:1d8c5cbeb2b350c35e4cc8a57216b39f06c7a722c7805a746c45ef911e1abe7b	Синий настенный флаг
block:block.minecraft.brown_wall_banner	sha256:bf7d8bce55f3d78ec7ac36269477cc9eedb85854566b1c39ee35cdf3166b0403	Коричневый настенный флаг
block:block.minecraft.cyan_wall_banner	sha256:ac912d131fd6af1db4b67b399a3b192ed38f396091f88b4a9fabc23e69b31d73	Бирюзовый настенный флаг
block:block.minecraft.gray_wall_banner	sha256:d0472fc4fac1d8477d551f5af1863bfdddcc7c216fb8d62cd5d4970a04af1d00	Серый настенный флаг
block:block.minecraft.green_wall_banner	sha256:f184b3ee80bc6a98b91f6a86f2f026243cd13f7839c88a77655c59c3d04485d3	Зелёный настенный флаг
block:block.minecraft.light_blue_wall_banner	sha256:e8ca8d45b16ff031abf1434b3c06907851cdd7767fe1a1c62b6dbd4331b3b3f9	Голубой настенный флаг
block:block.minecraft.light_gray_wall_banner	sha256:015089f91da0f6807b9fd090e364291ad7dd305ee063c4d0a82cb0b8b4550503	Светло-серый настенный флаг
block:block.minecraft.lime_wall_banner	sha256:59283f77e6e5e38800f67a14c7212a30f047f8aae2ca185106cc203846e8777c	Лаймовый настенный флаг
block:block.minecraft.magenta_wall_banner	sha256:8b1d76c61e01249ab04693834d34556db778d315e63da7244bf63b663e56218d	Пурпурный настенный флаг
block:block.minecraft.orange_wall_banner	sha256:386f3fdc90f956558f88c69fb82ed5055563729ce68bfb6366e8e92eac46b1b7	Оранжевый настенный флаг
block:block.minecraft.pink_wall_banner	sha256:c8f5db7d0eddad15dc4d7361e58fefcf2c4299513b8a94f46545bf926c027716	Розовый настенный флаг
block:block.minecraft.purple_wall_banner	sha256:6e56d6347a89298c2bd3b541ec9e38d9fc892b1047abdcf30debebda3a36197a	Фиолетовый настенный флаг
block:block.minecraft.red_wall_banner	sha256:0eb1cfa48a5f6a08a9e6be319fe5586a17d33adfd4ce2a06779173a5f115bb46	Красный настенный флаг
block:block.minecraft.white_wall_banner	sha256:d53e18733f6e6c3535de065081557e11fe28f249d6a3644b2f70c1f4c01e0db1	Белый настенный флаг
block:block.minecraft.yellow_wall_banner	sha256:fb68e4764a11a40e773dd6a3da8ecbf1c31e1542fb877527d6711d047dc5d8d5	Жёлтый настенный флаг
block:block.miners_delight.cave_carrots	sha256:5b765211ca5609718bb8ae34f03bfc63dd4cd249b1604cb9f01849c9dc37d64c	Пещерная морковь
block:block.neapolitan.adzuki_milkshake_cauldron	sha256:5a89c1e36d89b4efca55691207b9591c6d8c322cc002a4258d9af18373e5236a	Котёл с молочным коктейлем из адзуки
block:block.neapolitan.banana_milkshake_cauldron	sha256:7a8f71cd73b414713984666e31be9433b4015449474c1a49c5fb29073fad81a7	Котёл с банановым молочным коктейлем
block:block.neapolitan.chimpanzee_wall_head	sha256:71da5e527b51965c50f1726e637440f03ff81899f878befec64e58682297e7b8	Настенная голова шимпанзе
block:block.neapolitan.chocolate_milkshake_cauldron	sha256:5e789385393b67e5b61d5e2d4406778d55bcd590f717797a44ca6b5221d3dcb1	Котёл с шоколадным молочным коктейлем
block:block.neapolitan.mint_milkshake_cauldron	sha256:8c706fc7ba50db696b7cab6b7bccb213b783456f9301b72a5705e498c03442f4	Котёл с мятным молочным коктейлем
block:block.neapolitan.potted_banana_frond	sha256:0854c8f767b20e5a33f706a4214f235c3ac0e7d319106ea94d6e8799f015912e	Банановый лист в горшке
block:block.neapolitan.potted_mint	sha256:321d895a3b01c67e016e989cf936564f028df1829d3c676db674e73f7a72f8ab	Мята в горшке
block:block.neapolitan.potted_vanilla_vine	sha256:63ff757bfd56fcb1b8cda71819c251d20e8f354870267a7b3ee789e57f8204f6	Ванильная лоза в горшке
block:block.neapolitan.strawberry_milkshake_cauldron	sha256:f7c3b9e0ea41fa30f0d36d599c0650f5eb332706f17e52d692fcaba658cc1f6a	Котёл с клубничным молочным коктейлем
block:block.neapolitan.vanilla_milkshake_cauldron	sha256:4867169b797fbbcee06673b0f7714ae1cd1abccfcdc6fafd3600ba241ef2295f	Котёл с ванильным молочным коктейлем
block:block.palegardenbackport.pale_hanging_moss_plant	sha256:22f26dc8d3937a1a110c0536b91a09f3054624a2bbfdcb158a17dcbe69ed3dbe	Бледный свисающий мох
block:block.palegardenbackport.pale_oak_hanging_wall_sign	sha256:55563def27a933e68dcaeec24c9c7349953d2a82cfb43de1455e9973661b2071	Настенная подвесная табличка из бледного дуба
block:block.palegardenbackport.pale_oak_wall_sign	sha256:06c417b1c71278e8bed296c0f8cb3aef4913c16d9f915d4406d1d04b6bd71d30	Настенная табличка из бледного дуба
block:block.palegardenbackport.potted_closed_eyeblossom	sha256:d39eb9983b903ec22bc1025f227c1eafe658f7c23fa7dc6e546087682d59cdb5	Закрытый глазоцвет в горшке
block:block.palegardenbackport.potted_open_eyeblossom	sha256:57d2dc8c1889738aa8f0889916fc056d64604b72050506308baf357b4254a42d	Открытый глазоцвет в горшке
block:block.palegardenbackport.potted_pale_oak_sapling	sha256:72cc60cb589ee95f949727d5ae664eb8ef9a8ab41ac4ad437ba6b0d33208704c	Саженец бледного дуба в горшке
block:block.refurbished_furniture.dark_freezer	sha256:c0c916d4b01e507715dca70c3643aa5b0accfc83c40c8e39a661c81a7c37726f	Тёмная морозильная камера
block:block.refurbished_furniture.light_freezer	sha256:53331f36ac5a89b3c02275f41f1eee2c4d78210cd600c176f1b5b2437df7b955	Светлая морозильная камера
block:block.storagedrawers.acacia_full_drawers_1	sha256:ca9990b8d7c86eff1ef7a8f7697ba66807de2de341e8ef4609ae41cd65cc9542	Акациевый ящик (1 секция)
block:block.storagedrawers.acacia_full_drawers_2	sha256:d6b74f870602c44ecf2b69e3df29e51426c161696a04fcdca05d62edf092a19f	Акациевый ящик (2 секции)
block:block.storagedrawers.acacia_full_drawers_4	sha256:3a3da84ccc11c6cd91cd5ffa54dc08880ce2c22f864f48aa798387b7ad501772	Акациевый ящик (4 секции)
block:block.storagedrawers.acacia_half_drawers_1	sha256:cc2553ab6c149ab252807d1dc11551356daf23418b005f81211c01a2631dd880	Акациевый полуящик (1 секция)
block:block.storagedrawers.acacia_half_drawers_2	sha256:d410fdc06f43b7c73da630f5618f7fa054b6bd35b2b04b0b9617d75de1a63e3a	Акациевый полуящик (2 секции)
block:block.storagedrawers.acacia_half_drawers_4	sha256:cb353075d026fad9df05e577857fb5ba6f238309de1b8ba5c1192f95bff3a41f	Акациевый полуящик (4 секции)
block:block.storagedrawers.acacia_trim	sha256:7626fc725f5cd1bbfa51b5d5f7b7127ef71ee6f287d0ed31b779d989272e9afb	Акациевая отделка
block:block.storagedrawers.bamboo_full_drawers_1	sha256:f3fc15e0d46ec75d05caf1dc057b8ca67161140b5368917cfefd129ec74806bb	Бамбуковый ящик (1 секция)
block:block.storagedrawers.bamboo_full_drawers_2	sha256:86aaba400a33c4107dfbb636ed2a016cc246d207d48036a1f62358395421d106	Бамбуковый ящик (2 секции)
block:block.storagedrawers.bamboo_full_drawers_4	sha256:dc41f10cb7aa64f67f9cd97c387c37f91d34c8570276cdb79d5aa758831b118e	Бамбуковый ящик (4 секции)
block:block.storagedrawers.bamboo_half_drawers_1	sha256:c957bd3e2b4f6fdb740a682e9d371df939c54bd1ff2140a86b618f987f882d25	Бамбуковый полуящик (1 секция)
block:block.storagedrawers.bamboo_half_drawers_2	sha256:277eedac5a3a22f35c637c160e37c1b332b45e5b137b265ef969b573c2f61a4f	Бамбуковый полуящик (2 секции)
block:block.storagedrawers.bamboo_half_drawers_4	sha256:b04e5d9cb7d18d3f2bb9f99375ff5366b760e4a7cf0515bcafa5bd6b1bb563d1	Бамбуковый полуящик (4 секции)
block:block.storagedrawers.bamboo_trim	sha256:4eeabcd43bf1a25be9991b9fa2f639c1638210e4c1a7a4582106593c10876232	Бамбуковая отделка
block:block.storagedrawers.birch_full_drawers_1	sha256:77df7bf47811f572470292c9817f07aa9f2b866e1a915d7c31a779f0ddf1dda8	Берёзовый ящик (1 секция)
block:block.storagedrawers.birch_full_drawers_2	sha256:ceeca4c688b938f9aa96e6fcc3f07a27aa2a627eb9c9f59c0f0b09bafecb1b3a	Берёзовый ящик (2 секции)
block:block.storagedrawers.birch_full_drawers_4	sha256:ebf1a06d21e98edf0dee100c1ae53ce63bd17ca9373e9acc38a32e94ca427408	Берёзовый ящик (4 секции)
block:block.storagedrawers.birch_half_drawers_1	sha256:b31c99111fa223cab2b8f52c775fd570a7e6b2d0c73e4f27837d99649f6a95d7	Берёзовый полуящик (1 секция)
block:block.storagedrawers.birch_half_drawers_2	sha256:6bb1c9409a7f91b32288de4825d5454382bffe0b0e1fbea3ea7a2f315ab20118	Берёзовый полуящик (2 секции)
block:block.storagedrawers.birch_half_drawers_4	sha256:7f716195fa451affd4798c95598466c5b0e84e0d573125ea68af2b4a8d7598c6	Берёзовый полуящик (4 секции)
block:block.storagedrawers.birch_trim	sha256:80021506054d319a93c9e055bf308341303f697dd1bd4b6e6db555e7a8bfee3d	Берёзовая отделка
block:block.storagedrawers.cherry_full_drawers_1	sha256:a71624476387433171d8e42e1e64150d860efac9f6931fb58c19217af5d28100	Вишнёвый ящик (1 секция)
block:block.storagedrawers.cherry_full_drawers_2	sha256:9cee0b6c34ea29da247053944e6d070dc49845915ce07cb55fca61db76095d1e	Вишнёвый ящик (2 секции)
block:block.storagedrawers.cherry_full_drawers_4	sha256:6d12a25d5ba3a44e78fd965160aa6a70e6cc478889c9fd2f93d3c8d2162296a0	Вишнёвый ящик (4 секции)
block:block.storagedrawers.cherry_half_drawers_1	sha256:0b6a6eab2f5eb67503ec2297714ceb666289319aaaaf12c404359f375cb9eceb	Вишнёвый полуящик (1 секция)
block:block.storagedrawers.cherry_half_drawers_2	sha256:ea3c40bd0beb77e583a3ef2189006a94a5a348b9a4739d6b45ba2c7a67e221d2	Вишнёвый полуящик (2 секции)
block:block.storagedrawers.cherry_half_drawers_4	sha256:c71e5a9c2ddacd530cbe4909f97f240debab677c2055c02b7c40df9a44a63523	Вишнёвый полуящик (4 секции)
block:block.storagedrawers.cherry_trim	sha256:389df621331c11c25ed42d62c7a5611e55baf4a237a112f470d85e18afe8174f	Вишнёвая отделка
block:block.storagedrawers.controller_slave	sha256:0f3412b2c966e854f4a34afbed3d0b213557e909771a4a72f23fe5971eecefbc	Ведомый контроллер ящиков
block:block.storagedrawers.crimson_full_drawers_1	sha256:0f27ca228973944ed24d02d70eb8b8291ecc357d8546abf6c058a0968cb74cf8	Багровый ящик (1 секция)
block:block.storagedrawers.crimson_full_drawers_2	sha256:77f94040356cf57d4e56e6713213a22eb87e1696f430be8eaf24a70a043ad22a	Багровый ящик (2 секции)
block:block.storagedrawers.crimson_full_drawers_4	sha256:05c8863886bf53e3e63d02722a403864a6f5afef3d5c078dbe2b7ae19466f5d6	Багровый ящик (4 секции)
block:block.storagedrawers.crimson_half_drawers_1	sha256:ff87cbcc46adbd64b9c5467a084aa5df06268da6cf72b61aa8586c4b4fc61a32	Багровый полуящик (1 секция)
block:block.storagedrawers.crimson_half_drawers_2	sha256:2e9538107ed003ca8f510009eea87ad0b76f2a572308e18925d2292db5f53491	Багровый полуящик (2 секции)
block:block.storagedrawers.crimson_half_drawers_4	sha256:a84a0a175a4d599a0028f484e9fccef45b6f152e1bdcaadfd82ee031bb1c0bd9	Багровый полуящик (4 секции)
block:block.storagedrawers.crimson_trim	sha256:32341193a38694ad7da50665d03eed9e5dd667e72656a65820eb5bb495515e6f	Багровая отделка
block:block.storagedrawers.dark_oak_full_drawers_1	sha256:d2b5de4c988dd8cd413ccc5a4a7e20373e6a6a7c2dd67413a08575422b2780af	Ящик (1 секция) из тёмного дуба
block:block.storagedrawers.dark_oak_full_drawers_2	sha256:988e211cebc4a6c26002e9be459a833b027df4db033bf59670e4dab18088b17f	Ящик (2 секции) из тёмного дуба
block:block.storagedrawers.dark_oak_full_drawers_4	sha256:861ac31b0f02eca7ad27f9428d7750803edda14161619c2174fd51325a648f03	Ящик (4 секции) из тёмного дуба
block:block.storagedrawers.dark_oak_half_drawers_1	sha256:3798504e2e8bb28efe4221972928d0167014e7e0b9b40ae2d6d5392e1ffe3337	Полуящик (1 секция) из тёмного дуба
block:block.storagedrawers.dark_oak_half_drawers_2	sha256:6c4b6e6a9c1f87262ca13bf8b45d15dd22822d2772ea8d15655221d3a04c27a9	Полуящик (2 секции) из тёмного дуба
block:block.storagedrawers.dark_oak_half_drawers_4	sha256:b4ee8a4db9c0e3ec6aec39587286f2f8d0f393a30cb117da9213c569874ecefc	Полуящик (4 секции) из тёмного дуба
block:block.storagedrawers.dark_oak_trim	sha256:88c494808df8a2be236db1b34e30b79d2f260de1243dac3d5e6bc7ddaf9a1720	Отделка из тёмного дуба
block:block.storagedrawers.framed_full_drawers_1	sha256:7506f17b83ff35e2cf322f4088f3424199d450a9c1a1fdfa2d26d738f75558c3	Обрамлённый ящик (1 секция)
block:block.storagedrawers.framed_full_drawers_2	sha256:a54430f09d2e57d09197a4d11db5bfa00a35d3a8efb28e294ccca1cfbf05b993	Обрамлённый ящик (2 секции)
block:block.storagedrawers.framed_full_drawers_4	sha256:bf2e2d216b5fa617cfdb87276bb3a74f38a62927ecb6ee915baa8378e0abd237	Обрамлённый ящик (4 секции)
block:block.storagedrawers.framed_half_drawers_1	sha256:b47194033e18beb938c51d22fa1bfbfa3567688782b604f4536e7a2ed4095b73	Обрамлённый полуящик (1 секция)
block:block.storagedrawers.framed_half_drawers_2	sha256:3244222c056bfc2480590b6bc3e45c301ce703628a5c34105036cf357e22b837	Обрамлённый полуящик (2 секции)
block:block.storagedrawers.framed_half_drawers_4	sha256:ab2add57cd91b2f2eafb97fbc41cd98890e35cbb1d3165f9b5cf74472e458bae	Обрамлённый полуящик (4 секции)
block:block.storagedrawers.framed_trim	sha256:83dd6e1402f867e0aed42ebf18ad06c284a0ee44f1155e442e014df9ad704d7a	Обрамлённая отделка
block:block.storagedrawers.jungle_full_drawers_1	sha256:af3e4f805396e27b00880303f63afa4e737b8291c56aff7c53c54b6db8a04444	Ящик (1 секция) из тропического дерева
block:block.storagedrawers.jungle_full_drawers_2	sha256:57f4c951cff529dcba5393c68a1c9def5cf5bfa0c545634f2c917d74a526be6f	Ящик (2 секции) из тропического дерева
block:block.storagedrawers.jungle_full_drawers_4	sha256:a3ec2adfd500c54fc068663381a11e3011966f0caaf0fe529e123c76eaaa5fa4	Ящик (4 секции) из тропического дерева
block:block.storagedrawers.jungle_half_drawers_1	sha256:82f8e6ad2363df5694cb7528c14ea96b7723d911205cb18b48bd495020af4ed3	Полуящик (1 секция) из тропического дерева
block:block.storagedrawers.jungle_half_drawers_2	sha256:78a95b9b751530bab738048dad0376ebba5c93dc970e3658109c7ae1652e5be8	Полуящик (2 секции) из тропического дерева
block:block.storagedrawers.jungle_half_drawers_4	sha256:9bcb5b85fafeafcbd8ef24e498cdb493f922203c4b048ee6d6aa53cbd8d0d9ab	Полуящик (4 секции) из тропического дерева
block:block.storagedrawers.jungle_trim	sha256:179abb75acc679f816c7e8013b908b8d30298bcd41b05aa261a0234f3468fa08	Отделка из тропического дерева
block:block.storagedrawers.mangrove_full_drawers_1	sha256:8c0f3f303bff7eff3f89fbdf31d3458e0e2578bc1589b89524550c6ff75c7be7	Мангровый ящик (1 секция)
block:block.storagedrawers.mangrove_full_drawers_2	sha256:6885c9dbf846ef06fc81f3eaa5a8bfa22a92061ccb0d51c28185a42e4cf62626	Мангровый ящик (2 секции)
block:block.storagedrawers.mangrove_full_drawers_4	sha256:d1554d39a7e083a89098b3d795106ec5defd24b7b0fbeb88173a2e0468f53248	Мангровый ящик (4 секции)
block:block.storagedrawers.mangrove_half_drawers_1	sha256:4d2fcf7415031333d67975797b00a8b30f15b642f75805c6c4f756dbe0ab1133	Мангровый полуящик (1 секция)
block:block.storagedrawers.mangrove_half_drawers_2	sha256:50429afb1315088653dd1581abb1d6131b67c22a7cb64e33e8df4d074d593bdc	Мангровый полуящик (2 секции)
block:block.storagedrawers.mangrove_half_drawers_4	sha256:87416071723ec04b13a10d6168590c215360fcc31a4119c7f9abbca2b2dee3ad	Мангровый полуящик (4 секции)
block:block.storagedrawers.mangrove_trim	sha256:ec46ac639e9cb448ee4878d09365aad65642e8903eb3d144f2bb63178a8d2da8	Мангровая отделка
block:block.storagedrawers.meta_claimed	sha256:6d2c50767bb3999340f6cfdba35519e8c52121945c230de18e197f39823c588f	Метка владения
block:block.storagedrawers.meta_comp_indicator	sha256:88750f20618064d8e10450a69f1c31ea448ce9856aeacba71d8234ba27b0df36	Индикатор компактного ящика
block:block.storagedrawers.meta_framed_compdrawers_2_front	sha256:dd7a4dffd331e1ab9d2031ca438b689e6b6e38d320bb3228ab56807f09ea609d	Передняя панель обрамлённого компактного ящика 2
block:block.storagedrawers.meta_framed_compdrawers_2_shading	sha256:b76ac34de8fdf5538ecf36804790a581d398447d78c79294c38b51d4780a9b82	Затенение обрамлённого компактного ящика 2
block:block.storagedrawers.meta_framed_compdrawers_2_side	sha256:888f59fc7d6dad94851b07064c4e7b2288dbf888fb1f327498bfe82847272a75	Боковая панель обрамлённого компактного ящика 2
block:block.storagedrawers.meta_framed_compdrawers_2_trim	sha256:0a9d6aeb52eb6919a61461b5875246fb9de906bbd12feb5d492bfa32c0c9e569	Отделка обрамлённого компактного ящика 2
block:block.storagedrawers.meta_framed_compdrawers_3_front	sha256:6fc7d624db406f89d17900785feb325d0c3e9e74813a9f6af15ed4b06642c773	Передняя панель обрамлённого компактного ящика 3
block:block.storagedrawers.meta_framed_compdrawers_3_shading	sha256:e56625dbf0e2128745b9784fcb6f4943a5cc197ee1133605d393a155cd49ecd5	Затенение обрамлённого компактного ящика 3
block:block.storagedrawers.meta_framed_compdrawers_3_side	sha256:1f9daad130bd0d28b67094e4799eecc8903d97cd0bdaae9e41a4b1f9c58633a1	Боковая панель обрамлённого компактного ящика 3
block:block.storagedrawers.meta_framed_compdrawers_3_trim	sha256:c004d46709ccba1a256cf992f9a96547f95ff7316c5c0f68a4a3c5d3945cefa2	Отделка обрамлённого компактного ящика 3
block:block.storagedrawers.meta_framed_controller_front	sha256:a503a6737bfbe99fc4da4f22a53131c0d6b6c4aeb8c93ecd69f069d3a10b4d3f	Передняя панель обрамлённого контроллера
block:block.storagedrawers.meta_framed_controller_io_shading	sha256:9dafc36f67d0192b4611a3c65a4428070f45534600dab913d54a25228c45519a	Затенение ввода-вывода обрамлённого контроллера
block:block.storagedrawers.meta_framed_controller_io_side	sha256:14997a19c52b24d166cc5701c984c2f47bb5ccf8f0dbaa30c583f3887dad6ed5	Боковая панель ввода-вывода обрамлённого контроллера
block:block.storagedrawers.meta_framed_controller_io_trim	sha256:e584fbdefd3ee5bb66cbf1fec6db1cc3ba49e327e1cfdfc7ac1fde6767b6a701	Отделка ввода-вывода обрамлённого контроллера
block:block.storagedrawers.meta_framed_controller_shading	sha256:35286ba90ac64ab9c4483a9c720acbe60a79ceac32aadedeb01214ab1b277eab	Затенение обрамлённого контроллера
block:block.storagedrawers.meta_framed_controller_side	sha256:c1b2378b916c077aca90128ef12ee360121f213a6391233abd869ce1e00dec26	Боковая панель обрамлённого контроллера
block:block.storagedrawers.meta_framed_controller_trim	sha256:aba3d91acc05466a0ce89ce37869ebd28e88e4583070c20eeb6cfb380c5e0321	Отделка обрамлённого контроллера
block:block.storagedrawers.meta_framed_drawers_front	sha256:d98c6ed3c87a893d2284108ee51ad110e81ecd63c8b4bf828b4bcf3af1ae4054	Передняя панель обрамлённого ящика
block:block.storagedrawers.meta_framed_drawers_shading	sha256:73bf0be9f199e72e5ac14e9f923df5d13ebfb92261c89bfba42c4b9fb6fd6c3b	Затенение обрамлённого ящика
block:block.storagedrawers.meta_framed_drawers_side	sha256:bfcfa2cb9f6aaff1e601dace4db304a3ae55792801ca2efa73925861741a662a	Боковая панель обрамлённого ящика
block:block.storagedrawers.meta_framed_drawers_trim	sha256:b771013e3a0b45384883654a090aee51d3c708d2dc7ae9e1fe9a19917e107160	Отделка обрамлённого ящика
block:block.storagedrawers.meta_framed_trim_side	sha256:614d75bd8a8d4f2bd09961a038dea1dc07b8314651b7ea92605cdd373e747e14	Боковая панель обрамлённой отделки
block:block.storagedrawers.meta_framed_trim_trim	sha256:8160aaee395021ee01e97eb90c7eb3853a4c144a53a9697b01a9f57a4a2ff1ee	Отделка обрамлённой отделки
block:block.storagedrawers.meta_indicator	sha256:04865fb9ffe4cfba5478e4df6b68f397e8d2d783b8b4939c98dfe68b437552c0	Индикатор ящика
block:block.storagedrawers.meta_locked	sha256:80370061f4c7143ab04dcb9d57500c4571313823c82601887632558a01bb238c	Метка блокировки
block:block.storagedrawers.meta_locked_claimed	sha256:74927171d72ed598e689fcb472a5e8892b928f172ecc27e9b007007cf2bfbe84	Метка блокировки и владения
block:block.storagedrawers.meta_missing_slot_1_1	sha256:aa5b1ed8fd227eb267b48302e6f67a68bd8e16b6e0585caf26c1bf307579c6dc	Заглушка секции 1/1
block:block.storagedrawers.meta_missing_slot_2_1	sha256:db8f388e8f7325cf909161925deaa7a90f3c969fabbd1bdde470d7190852dcb2	Заглушка секции 2/1
block:block.storagedrawers.meta_missing_slot_2_2	sha256:51a4e5617f5c5ab0e5d6caae59959dfb772feebac27d6fe24bc481d930cb4e97	Заглушка секции 2/2
