id	source_hash	source	native_translation	verdict	recommendation	reason	native_visible_length	recommended_visible_length	length_ratio
patchouli-lang:botania:botania.page.spectrolus1.5	sha256:99aa9101985ec25c19ffe7f49052411f1558f658a0d5bda822a7bc98dfb81b9a	"The flower is widely known to consume refined wool, but you wonder what would happen if you gave it wool straight ""from the source""?..."	Этот цветок хорошо известен тем, что потребляет состриженную шерсть, но что, если вы дадите ему шерсть прямо «с источника»…?	PASS		Текст читается естественно и соответствует английскому источнику.	124		
patchouli-lang:botania:botania.page.spectrolus2	sha256:ee8a02a021df246cdd5198b81bb5f07c147ee2b127a33ec2d4e469d0c92c3c5b	$(o)Taste the Rainbow$().	$(o)Попробуй радугу$()	PASS		Текст читается естественно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.page.speedUpBelt0	sha256:3d82597a71cd22c3ab8534b575df243b68c0d20f0b3caf9eafcc0aa199c71c66	The $(item)Planestrider's Sash$(0) is an alternative to the $(l:baubles/travel_belt)$(item)Sojourner's Sash$(0)$(/l).$(p)Unlike its counterpart, it provides no speed boost by default-- however, the more its wearer moves, the faster they get, allowing them to hit truly ludicrous speeds. If its user stops running, however, their bonus is reset.	$(item)Кушак инертности$(0) — это альтернатива $(l:baubles/travel_belt)пояс странника$(/l).$(p)В отличии от$(l:baubles/travel_belt)пояса странника$(/l), $(item)кушак инертности$(0) увеличивает скорость передвижения не сразу, а постепенно, но достигает намного больших скоростей. Если остановиться, бонус ускорения будет сброшен.	PASS		Текст читается естественно и соответствует английскому источнику.	244		
patchouli-lang:botania:botania.page.speedUpBelt1	sha256:8b23e1bd67f7c6156360bb5724bae47c3b76457be8781eddf119f33c3ec14cc4	If you go slow you're a Planeswalker	$(o)Если для вас это «слишком быстро», то вам подойдёт пояс улитки$()	PASS		Текст читается естественно и соответствует английскому источнику.	62		
patchouli-lang:botania:botania.page.spellCloth0	sha256:504691e2f53028e094ecd08b7d17c8af708cbbef99612da2270f66fed7826aee	$(l:tools/manaweave)$(item)Manaweave Cloth$(0)$(/l), when combined with a $(l:mana/pool)$(item)Mana Pearl$(0)$(/l)'s displacive properties, can become a type of cloth that dispels all $(thing)Enchantments$(0) or $(thing)Curses$(0) it touches.$(p)Combining the $(item)Spellbinding Cloth$(0) with any enchanted item in a crafting table will remove all enchantments, including curses, from that item (at the cost of some of the cloth's durability).	$(l:tools/manaweave)Манаткань$(/l), соединённая с $(l:mana/pool)манажемчугом$(p), создаёт комбинацию, которая может поглотить любые $(thing)чары$(0). Казалось бы зачем, если есть $(item)точило$(0), но $(item)ткань снятия чар$(0), выложенная на верстаке с зачарованным предметом, снимает не только все чары, но и $(thing)проклятия$(0) тоже. Прочность ткани тратится при снятии чар.	PASS		Текст читается естественно и соответствует английскому источнику.	291		
patchouli-lang:botania:botania.page.spellCloth1	sha256:ee8213a9f86bf4c66a2e860ced5d8ff2342bc920be24ada74b1ec1ff7a879ad6	Oldest item in the book	$(o)Старейший предмет в книге трюков$()	PASS		Текст читается естественно и соответствует английскому источнику.	32		
patchouli-lang:botania:botania.page.spreader0	sha256:fdd90b91ad4f2e7785d64e7fe3ae09ca0beeabb4548152b4c3ce91f2ddf32bb8	The $(item)Mana Spreader$(0) is the single most important tool a botanist needs to manipulate $(thing)Mana$(0).$(p)This block shoots $(thing)Mana$(0) from point A to point B. It faces a cardinal direction when placed, but sneak-right clicking it with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l) on a face points it elsewhere. It can be aimed at other blocks with a wand in $(thing)Bind Mode$(0).	$(item)Распространитель маны$(0) — это самый важный инструмент в процессе $(thing)управления маны$(0).$(p)Этот блок перемещает $(thing)ману$(0) из точки А в точку Б. При размещении он смотрит в одну из шести сторон света, и его можно развернуть в противоположную сторону нажатием [$(k:sneak)+$(k:use)] с $(l:basics/wand)жезлом леса$(/l). Распространитель может быть развёрнут ещё точнее жезлом в $(thing)режиме привязки$(0)	PASS		Текст читается естественно и соответствует английскому источнику.	333		
patchouli-lang:botania:botania.page.spreader1	sha256:e3f823859c54ecfde8b1cca930ac7bbbcbab56049d8b4a280e00688f3326b092	The $(item)Mana Spreader$(0), as seen with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l) held	Интерфейс $(item)распространителя маны$(0) с $(l:basics/wand)жезлом леса$(/l) в руках	PASS		Текст читается естественно и соответствует английскому источнику.	53		
patchouli-lang:botania:botania.page.spreader10	sha256:236f6070b6d28960ad4ea00397264f79499ab9d2aee1f9c217279061cf1bffab	Right-clicking the spreader with a piece of $(item)Wool$(0) will sleeve it. In addition to making the spreader look fancier, it'll also muffle the sound when a burst is shot, reducing the potential noise of a large number of spreaders in one area.$(p)Right-clicking will remove the sleeve.	Распространитель можно покрыть нажатием [$(k:use)] с $(item)шерстью$(0) по нему. Шерсть не только придаёт забавный вид распространителю, но ещё и приглушает издаваемый им звук. Нажатие [$(k:use)] пустой рукой по нему снимет покрытие из $(item)шерсти$(0).	PASS		Текст читается естественно и соответствует английскому источнику.	216		
patchouli-lang:botania:botania.page.spreader11	sha256:040202154c788af33dbb24336762a76a6519d9ca29f3ec5a05cb9bb72d109d7d	Applying a $(thing)Redstone Signal$(0) to a spreader will pause its firing of bursts. If finer control is required, a $(l:mana/redstone_spreader)$(item)Pulse Mana Spreader$(0)$(/l) is recommended, as it fires upon a redstone signal in lieu of a target.	Аналогично, нажатие [$(k:use)] с $(item)подмостком$(0) окружит распространитель прочной рамкой. Это позволит ему поддерживать хрупкие компоненты редстоун-схем: кнопки и рычаги, со всех сторон, редстоуновую пыль, повторители, компараторы и тому подобное. Рамка также может удерживать воду вокруг распространителя.$(p)Нажатие [$(k:sneak)+$(k:use)] пустой рукой по нему снимет $(item)подмостки$(0).	PASS		Текст читается естественно и соответствует английскому источнику.	343		
patchouli-lang:botania:botania.page.spreader12	sha256:e54a25c9f2ccae64ce31d1dfffdbdfc45ed27552d17acdc2d883dfedf38b2eb9	Similarly, right-clicking it while holding $(item)Scaffolding$(0) will surround it in a sturdy frame. This allows it to support fragile redstone components like buttons and levers on all sides. Redstone dust, repeaters, and similar can also be placed on top of it. This also seems to allow the spreader to entirely contain water placed inside it.$(p)Right-click while sneaking to remove the scaffolding again.	Распространитель прекратит передачу маны, если получит $(thing)редстоун-сигнал$(0). Но для большего контроля подойдёт $(l:mana/redstone_spreader)редстоуновый распространитель$(/l), так как он испускает сгустки только при наличии редстоун-сигнала и не требует цели.	PASS		Текст читается естественно и соответствует английскому источнику.	220		
patchouli-lang:botania:botania.page.spreader2	sha256:0dd2b40b2fdb3f812e1a41d4ebe15f5e6d1f4aba1d244762abe7aca2ede597eb	The $(item)Mana Spreader$(0) has a small internal buffer of $(thing)Mana$(0), which will get filled by $(thing)Generating Flora$(0) bound to it. (Flowers, when placed, auto-bind to the nearest spreader.) This buffer can be viewed by hovering over the $(item)Spreader$(0) with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l) in hand.	$(item)Распространитель маны$(0) имеет небольшой внутренний буфер $(thing)маны$(0), который может быть заполнен рядом стоящими $(l:generating_flowers/intro)генерирующими цветами$(/l) (размещаемые цветы автоматически привязываются к распространителю). Этот буфер можно увидеть, взяв $(l:basics/wand)жезл леса$(/l) в руку.	PASS		Текст читается естественно и соответствует английскому источнику.	242		
patchouli-lang:botania:botania.page.spreader3	sha256:95e78a65c8dcdb0d2802a32bcd68fbc407b34ec4fdc1ea60f228aafd38770b5e	Holding a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l) makes nearby spreaders display aiming beams. Hovering over a spreader highlights its target. The sparkles show where $(thing)Mana Loss$(0) begins to occur.$(p)As long as the target of the spreader can accept $(thing)Mana$(0) (that is, can contain $(thing)Mana$(0) and isn't full), the spreader will repeatedly fire $(thing)Mana Bursts$(0), which travel to their destination and transfer their $(thing)Mana$(0) to it.	Ещё, с $(l:basics/wand)жезлом леса$(/l) можно увидеть лучи направления распространителей; наведение на распространитель покажет его точную цель. Если цель распространителя $(thing)может принять ману$(0) (т.е. может хранить её и не переполнена ею), распространитель выстрелит $(thing)сгустком$(0), который отправится к цели и передаст ману в её буфер.	PASS		Текст читается естественно и соответствует английскому источнику.	305		
patchouli-lang:botania:botania.page.spreader4	sha256:ed74c98f81632c7d14029559589406c0626772f3010caee159587dc60b81514d	The spreader will only fire another burst when the last one hits its target.$(p)Furthermore, a $(thing)Mana Burst$(0) will start suffering $(thing)Mana Loss$(0) after a small amount of time: this can be seen in the burst's appearance, as it thins at that point.	Яркое сверкание в направлении выстрела показывает, где начнётся серьёзная $(thing)потеря маны$(0) сгустка. После этой точки, сгусток быстро истончается.$(p)Распространитель выстреливает новым сгустком только после того, как прошлый достигнет цели.	PASS		Текст читается естественно и соответствует английскому источнику.	231		
patchouli-lang:botania:botania.page.spreader5	sha256:0ddd25849eb74049f1562e58dd0097967a5a7df16313895468898b1913634275	Crafting the $(item)Mana Spreader$(0)	Создание $(item)распространителя маны$(0)	PASS		Текст читается естественно и соответствует английскому источнику.	30		
patchouli-lang:botania:botania.page.starSword0	sha256:7dd98a228d79688a596c5e8d4822f472df46ef6a2a5f0333579444bda20cce05	The $(item)Starcaller$(0) is a blade with the power to call upon the wrath of the stars. When swung, the blade summons a falling star from the heavens to the point the wielder is looking at, dealing damage to whatever stands there. This sword is nontrivial to acquire, with $(l:ender/ender_air)$(item)Ender Air$(0)$(/l) and a $(l:tools/terra_sword)$(item)Terra Blade$(0)$(/l) both being components in its crafting. Do note that any enchantments on the latter will be lost.	$(item)Звёздный меч$(0) — это клинок, способный вызывать гнев звёзд. Каждый взмах клинка вызывает падающую звезду с небес на место, куда смотрит владелец. Упавшая звезда наносит урон всем, кто стоял под ней. Этот меч не так легко заполучить: в его создании используются $(l:ender/ender_air)воздух Энда$(/l) и $(l:tools/terra_sword)терра-лезвие$(/l). Учтите, что любые чары на последнем будут потеряны.	PASS		Текст читается естественно и соответствует английскому источнику.	338		
patchouli-lang:botania:botania.page.starSword1	sha256:0b3aaf729645002acfbfee091398136beb484d848fa1891dfb5215aa6a305d80	Caller, fury, whatever...	$(o)«Меч», «ярость», неважно$()…	PASS		Текст читается естественно и соответствует английскому источнику.	25		
patchouli-lang:botania:botania.page.starfield0	sha256:b3517ddedc2d5f02a6b8f9b4f2dd42f3d8855fa661503b434e0150d112dbf00a	The $(item)Starfield Creator$(0) does exactly as its name suggests: at night, it releases Elven energies into the air to create a starry sky.	$(item)Творец созвездий$(0), выпуская эльфийскую энергию в воздух, создаёт звёздное небо в $(thing)Верхнем мире$(0) в ночное время.	PASS		Текст читается естественно и соответствует английскому источнику.	108		
patchouli-lang:botania:botania.page.starfield1	sha256:b96573cbd41322e14de5b5e4102c001993b0caeb1a217e6c050f8b82dd4ef851	Twinkle twinkle	$(o)Мерцай, мерцай, маленькая звёздочка$()	PASS		Текст читается естественно и соответствует английскому источнику.	35		
patchouli-lang:botania:botania.page.superCloudPendant0	sha256:ab96d2726022a7f91240acec008a80a6e4741f0d32ae29ab49d7987950dedb00	The $(item)Nimbus Amulet$(0) is an upgraded form of the $(l:baubles/cloud_pendant)$(item)Cirrus Amulet$(0)$(/l). Infused with the power of $(l:alfhomancy/gaia_ritual)$(item)Gaia Spirits$(0)$(/l), it allows its wearer to $(thing)triple-jump$(0).	$(item)Амулет дождевого облака$(0) — это улучшенная версия $(l:baubles/cloud_pendant)амулета перистого облака$(/l), заряженная силой $(l:alfhomancy/gaia_ritual)духа Гайи$(/l). Позволяет экипировавшему совершать $(thing)тройной прыжок$(0).	PASS		Текст читается естественно и соответствует английскому источнику.	152		
patchouli-lang:botania:botania.page.superCloudPendant1	sha256:10196885de6061c964e277ea55be763677f25e3b2a23f609d99215ccf5783c9d	Magic > physics	$(o)Магия > физика$()	PASS		Текст читается естественно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.page.superLavaPendant0	sha256:1f5118eaf48bed061c446f31a30a901d1f34115f14fdb085ed7b35fbae853381	The $(item)Crimson Pendant$(0) is an upgrade to the $(l:baubles/lava_pendant)$(item)Pyroclast Pendant$(0)$(/l). Wearing it provides the wearer full-on immunity to fire damage (from flames, lava, etc.)	$(item)Багровый кулон$(0) — это прямое улучшение $(item)пирокластического кулона$(0). При ношении, он даёт иммунитет ко всем видам огненного урона (огонь, лава и так далее).	PASS		Текст читается естественно и соответствует английскому источнику.	151		
patchouli-lang:botania:botania.page.superLavaPendant1	sha256:78514c5f6d30a44b557932043041f638cb801f031045d58f2935678377eca677	You can now take a lava bath	$(o)Теперь вы можете принять лавовую ванну$()	PASS		Текст читается естественно и соответствует английскому источнику.	38		
patchouli-lang:botania:botania.page.superTravelBelt0	sha256:4bd6df1c8c351599f9d92fa9c7fc478be307aa9afe5dcb00a4881cb8e32584ef	The $(item)Globetrotter's Sash$(0) is nothing more than an upgrade to the $(l:baubles/travel_belt)$(item)Sojourner's Sash$(0)$(/l). $(l:alfhomancy/gaia_ritual)$(item)Gaia Spirits$(0)$(/l) and $(l:alfhomancy/elf_resources)$(item)Elven resources$(0)$(/l) allow this belt's wearer (for some $(thing)Mana$(0), of course) to reach incredible speeds-- the $(l:baubles/travel_belt)$(item)Sojourner's Sash$(0)$(/l) doesn't even stand a chance in comparison.	$(item)Кушак пилигрима$(0) — это ничего более, чем просто улучшенный $(l:baubles/travel/belt)пояс странника$(/l). С эффектами от $(l:alfhomancy/gaia_ritual)духа Гайи$(0) и $(l:alfhomancy/elf_resources)эльфийских даров$(/l), этот кушак позволяет достигать носителю просто невероятных скоростей! Совершенно недостижимых с простым $(l:baubles/travel_belt)поясом странника$(/l).	PASS		Текст читается естественно и соответствует английскому источнику.	240		
patchouli-lang:botania:botania.page.superTravelBelt1	sha256:2678c543d630062752bb3b5bc310e9e31be88542f09e236749f31b0f65651853	No time for guessing, follow my plan instead	$(o)Хотите сбегаю до горы и обратно? Хотите повторю на бис?$()	PASS		Текст читается естественно и соответствует английскому источнику.	55		
patchouli-lang:botania:botania.page.swapRing0	sha256:f6e94c7188dcdc97b1422e417da364e4e7becec388a80e6cbebe48413d6f28db	Switching tools can be a pain, especially when you find yourself shoveling away at dirt with... an axe? The $(item)Ring of Correction$(0) is a great way to, well, correct those problems.$(p)With this ring equipped, the tool in hand will always be the right one for the block being broken, be it pick, axe, shovel, hoe, or shears. As long as you have the relevant $(thing)Mana$(0)-using tools on hand.	Необходимость постоянно переключать инструменты — это боль. Часто такое бывает, что вы копаете землю… киркой? Использование $(item)кольца исправления$(0) — отличное решение этой проблемы.$(p)При ношении, кольцо будет само менять инструменты в руках на нужные для добычи соответствующих блоков, но это будет работать только инструментами, использующими $(thing)ману$(0).	PASS		Текст читается естественно и соответствует английскому источнику.	342		
patchouli-lang:botania:botania.page.swapRing1	sha256:bf11ca4d76558e52980b7bf7aef2ab3f874305f7f66cdffb428ee0bc17db9206	Use the right tools	$(o)Используй только правильные инструменты$()	PASS		Текст читается естественно и соответствует английскому источнику.	39		
patchouli-lang:botania:botania.page.tangleberrie0	sha256:791258cec6a1a16731a32b9a5a2d4e43fb5376f70f22d0c8cd96143f9164163c	The $(item)Tangleberrie$(0) is a flower that, for a small $(thing)Mana$(0) drain, keeps any nearby animals or monsters within a circular ward, preventing them from getting out.	$(item)Путоягода$(0) питается небольшим количеством $(thing)маны$(0) и закрывает вокруг себя область, не давая далеко отойти животным и монстрам вокруг.	PASS		Текст читается естественно и соответствует английскому источнику.	129		
patchouli-lang:botania:botania.page.tangleberrie1	sha256:7019fa18167221c574966922ef36185e68a6e0a17eee2f962b1df1ae7745fe7b	$(o)Tangled, brave and frozen$().	$(o)Стоять, ковбой$().	PASS		Текст читается естественно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.page.temperanceStone0	sha256:870705b1680f30436817c3afd33c464b6e29968257df146cd05078cda22e28e8	The $(l:tools/terra_pick)$(item)Terra Shatterer$(0)$(/l) can tear through huge tracts of land like lightning when charged to its maximum potential; however, this might not always be the user's intention. A small, 3x3 region might be more fitting in certain cases; thus, an active $(item)Stone of Temperance$(0) in the inventory will prevent a $(l:tools/terra_pick)$(item)Terra Shatterer$(0)$(/l) from breaking any wider areas.	Полностью заряженный $(l:tools/terra_pick)терра-крушитель$(/l) может молниеносно разрывать огромные участки земли: пользователь может просто случайно вскопать не ту часть своего дом. Ограничение области работы $(l:tools/terra_pick)терра-крушителя$(/l) до небольшого туннеля 3×3 может быть предпочтительней в большинстве случаев, и активный $(item)камень сдержанности$(0) это и делает — ограничивает $(l:tools/terra_pick)терра-крушитель$(/l).	PASS		Текст читается естественно и соответствует английскому источнику.	352		
patchouli-lang:botania:botania.page.temperanceStone1	sha256:7213c2175cdc6306e0816a40979251017303c571409f24275a94c854e747697c	Don't lose it	$(o)Я на грани$()…	PASS		Текст читается естественно и соответствует английскому источнику.	11		
patchouli-lang:botania:botania.page.temperanceStone2	sha256:1601d6d2acb5cde31459f271f638428c5715d43204021c1c9842960e5b819d50	Other items may have effects that are slightly too powerful in certain situations as well. An active $(item)Stone of Temperance$(0) also turns off the $(l:tools/terra_axe)$(item)Terra Truncator$(0)$(/l), reduces the area affected by the $(l:tools/exchange_rod)$(item)Rod of the Shifting Crust$(0)$(/l), and prevents certain speed boosts, such as the one by the $(l:baubles/water_ring)$(item)Ring of Chordata$(0)$(/l).$(p)The stone can be toggled on/off by right clicking it, either in your inventory or your hand.	Хотя не только это: некоторые предметы тоже слишком мощны в некоторых случаях. Активный $(item)камень сдержанности$(0) отключает $(l:tools/terra_axe)терра-рассекатель$(/l), ограничивает область $(l:tools/exchange_rod)скипетра сдвига коры)$(/l), и отключает свойства ускорения некоторых предметов, как у $(l:baubles/water_ring)кольца хордовых$(/l).$(p)Камень может быть переключён нажатием [$(k:use)] по нему в инвентаре или с ним в руке.	PASS		Текст читается естественно и соответствует английскому источнику.	333		
patchouli-lang:botania:botania.page.terraAxe0	sha256:88014de52993640d5fb6f23c99368a3edcb14e1411a4bcd510622655ae504db5	The $(item)Terra Truncator$(0) is a greataxe of a premium quality achievable only with $(l:basics/terrasteel)$(item)Terrasteel$(0)$(/l). It can fell an entire tree at once, using $(thing)Mana$(0) to break all its logs and leaves in one fell swoop.$(p)It won't do so while its user is sneaking or has a $(l:tools/temperance_stone)$(item)Stone of Temperance$(0)$(/l).	$(item)Терра-рассекатель$(0) — это превосходный топор из невероятной превосходящей превосходности $(l:basics/terrasteel)террастали$(/l). Рассекатель, используя $(thing)ману$(0), может вмиг повалить всё дерево вместе с листьями. $(p)Можно удерживать [$(k:sneak)] или включить $(l:tools/temperance_stone)камень сдержанности$(0), если всё-таки не нужно валить всё дерево.	PASS		Текст читается естественно и соответствует английскому источнику.	273		
patchouli-lang:botania:botania.page.terraAxe1	sha256:f37054baff8fbab81af18c92f334f215dfebf30435cda38edfac05a72f10ea55	TIMBEEEEEEEER	$(o)Первый скилл и третий$()	PASS		Текст читается естественно и соответствует английскому источнику.	21		
patchouli-lang:botania:botania.page.terraPick0	sha256:bafb4904aeb11b6cd9e7b5514fc268f6af7808a250ffed24ef1b554a6e2f63f6	The $(item)Terra Shatterer$(0) is a tool that, thanks to the sheer quantity of $(l:basics/terrasteel)$(item)Terrasteel$(0)$(/l) in its recipe, can absorb absolutely ludicrous amounts of $(thing)Mana$(0).$(p)The tool functions very much like a $(l:mana/mana_tablet)$(item)Mana Tablet$(0)$(/l) when tossed on a $(l:mana/pool)$(item)Mana Pool$(0)$(/l). However, any $(thing)Mana$(0) absorbed can't be released again, so it's nonviable as a storage device.	$(item)Терра-крушитель$(0) — очень мощная кирка. Она может накопить безумное количество $(thing)маны$(0) из-за свойств $(l:basics/terrasteel)террастали$(/l), подобно тому, как $(l:mana/mana_tablet)планшет маны$(/l) накапливает $(thing)ману$(0). Однако, из крушителя нельзя вывести $(thing)ману$(0) назад.	PASS		Текст читается естественно и соответствует английскому источнику.	204		
patchouli-lang:botania:botania.page.terraPick1	sha256:ba399dfd4e7bb812c9baf2d7c0c8e143c73728228fa371e8995d28597bfdb6c0	The amount of $(thing)Mana$(0) stored in the tool establishes its $(thing)Rank$(0). Ranks progress as follows: $(thing)D$(0), $(thing)C$(0), $(thing)B$(0), $(thing)A$(0), $(thing)S$(0), and $(thing)SS$(0), with $(thing)D$(0) being the lowest rank and $(thing)SS$(0) the highest.$(p)The amount of $(thing)Mana$(0) required to advance from rank to rank increases exponentially as the rank does. To advance from $(thing)D$(0) to $(thing)C$(0), for starters, a Shatterer requires just a few seconds of exposure to a $(l:mana/pool)$(item)Mana Pool$(0)$(/l).	Количество $(thing)маны$(0) в крушителе определяет его $(thing)ранг$(0). Ранги (по возрастанию):$(li)$(thing)D$(0) (низший ранг);$(li)$(thing)C$(0);$(li)$(thing)B$(0);$(li)$(thing)A$(0);$(li)$(thing)S$(0);$(li)$(thing)SS$(0) (высший ранг).$(p).$(p)Количество $(thing)маны$(0), требуемое для перехода от ранга к рангу, растёт экспоненциально.	PASS		Текст читается естественно и соответствует английскому источнику.	195		
patchouli-lang:botania:botania.page.terraPick2	sha256:847021f164f2171183244bd91bf00cefd137aefeea38c3813d68788be6297b65	To advance from rank $(thing)C$(0) to rank $(thing)B$(0), a full $(l:mana/pool)$(item)Mana Pool$(0)$(/l) is required, and the cost increases tenfold for each rank thereafter up to $(thing)SS$(0).$(p)The rank of the tool does not change its speed; rather, it increases the range of its $(thing)Active Ability$(0).$(p)A sneak right-click will toggle the Shatterer's Ability on or off.	Повышение $(thing)D$(0) $(thing)C$(0) — пара секунд в бассейне; от $(thing)C$(0) до $(thing)B$(0) — целый $(l:mana/pool)бассейн маны$(/l); каждый новый уровень — в 10 раз больше прошлого, пока крушитель не дойдёт до $(thing)SS-ранга$(0).$(p)Ранг инструмента не изменяет его скорость, но увеличивает площадь $(thing)активной способности$(0).$(p)Активная способность переключается нажатием [$(k:sneak)+$(k:use)] по воздуху.	PASS		Текст читается естественно и соответствует английскому источнику.	304		
patchouli-lang:botania:botania.page.terraPick3	sha256:1657ab18d4b9473dddfd2a3717275cebe6b57c601aa8a0716670704bfb90b58b	When the Shatterer's Ability is active, it can break many blocks in a wide surface area at once. At rank $(thing)C$(0), it breaks a narrow column of blocks; at rank $(thing)B$(0), it increases to a square, and surface areas increase from there on upward. Note that the rank-$(thing)D$(0) tool does not have an ability. The Shatterer, when active, continuously consumes its internal $(thing)Mana$(0) when $(l)not$() mining.	Пока способность крушителя активна, он может ломать блоки в увеличенной площади. В ранге $(thing)C$(0) — это небольшая колона; в ранге $(thing)B$(0) — это квадрат 3х3; дальше — больше. У ранга $(thing)D$(0) нет способности$(p)Пока включена способность, $(thing)мана$(0) медленно утекает из крушителя $(l)даже если он не используется$().	PASS		Текст читается естественно и соответствует английскому источнику.	277		
patchouli-lang:botania:botania.page.terraPick4	sha256:3756958eb39ab934b20cd38035444b0a00173ba217ed4d4d7ab48a23eb5cb88a	The tool takes damage for every single block broken, so a decent supply of $(thing)Mana$(0) in the wielder's inventory is a must for higher ranks: the tool will use $(thing)Mana$(0) for durability (like $(l:tools/mana_gear)$(item)Manasteel Tools$(0)$(/l) do).$(p)Finally, a Shatterer on the ground will never despawn.	Так же, как и $(l:tools/mana_gear)инструменты из манастали$(/l), крушитель использует $(thing)ману$(0), чтобы не изнашиваться, но из-за того, что крушитель может ломать огромное количество блоков за очень короткий промежуток, нужно огромное количество $(thing)маны$(0).$(p)И последнее, выброшенный крушитель не исчезает спустя время, как обычные предметы.	PASS		Текст читается естественно и соответствует английскому источнику.	302		
patchouli-lang:botania:botania.page.terraPick5	sha256:e93c506eb640c27b9a440c47bb45440edfe8e2c0dd29e13c46d2379388a62178	WE'RE MINING IN THE DATABASE WOW WOW	$(o)Я ПРОБУРЮ ДЫРУ, ЧТО ПРОНЗИТ НЕБЕСА! ЭТО ДЫРА МОЖЕТ СТАТЬ МОЕЙ МОГИЛОЙ, НО ПОКА Я ПРОРЫВАЮСЬ ПОБЕДА ЗА МНОЙ$()!	PASS		Текст читается естественно и соответствует английскому источнику.	107		
patchouli-lang:botania:botania.page.terraSword0	sha256:9471aa89cafb8c66956e6c1feac04fc181e934313b16e5a2a0d4df97fcfe2831	The $(item)Terra Blade$(0), crafted from $(l:basics/terrasteel)$(item)Terrasteel Ingots$(0)$(/l), is a sword infused with the strength of nature. It's on par with a $(item)Netherite Sword$(0) in terms of raw power, and when swung, can sometimes fire a beam that will deal as much as a melee hit would. Additionally, it can use $(thing)Mana$(0) for durability, much like $(l:tools/mana_gear)$(item)Manasteel Tools$(0)$(/l) can.	$(item)Терра-лезвие$(0), созданное из $(l:basics/terrasteel)слитков террастали$(/l), — это меч, берущий свою мощь от природных сил в нём. Он столь же хорош, как $(item)незеритовый меч$(0), и при взмахе может запустить смертельный луч природной энергии. Так же, как и $(l:tools/mana_gear)инструменты из манастали$(/l), меч использует $(thing)ману$(0), чтобы не изнашиваться.	PASS		Текст читается естественно и соответствует английскому источнику.	287		
patchouli-lang:botania:botania.page.terraSword1	sha256:86d4ded72a6f2d09fa4834fdd27353e949e364f9cfcc43ff3f9b01676979921b	No Broken Hero Sword	$(o)Крайне уникальная механика и необычный дизайн, никто такого никогда не видел$()	PASS		Текст читается естественно и соответствует английскому источнику.	76		
patchouli-lang:botania:botania.page.terraformRod0	sha256:6f2fd0cdbae6a62c3b2e7b443ff9477daee57a04eb1e3d0774389c3346e7801e	While digging away at dirt with a shovel is definitely a functional means of landscaping, flattening huge tracts of land can get somewhat arduous.$(p)The $(item)Rod of the Terra Firma$(0), by contrast, terraforms in a quicker and environmentally-friendlier manner.	Лопатой $(o)можно$(0) выравнивать ландшафт, но тогда выравнивание больших участков земли займёт кучу времени.$(p)$(item)Скипетр терраформиста$(0) может выравнивать землю намного быстрее по времени и дружелюбнее к природе.	PASS		Текст читается естественно и соответствует английскому источнику.	198		
patchouli-lang:botania:botania.page.terraformRod1	sha256:ae460e9fa2a3c8544f04b94661c094d355fda8e00faf4d7fba6740425497a5d9	This rod, will, at a nontrivial cost of $(thing)Mana$(0) from the user's inventory, flatten surrounding land to your own altitude. For this to happen, charge it by $(thing)holding right-click$(0), and slowly but surely, the nearby terrain will be flattened to your level, either by placing $(item)Dirt$(0) or by removing blocks.	Этот скипетр за средние затраты $(thing)маны$(0) из инвентаря пользователя, выравнивает поверхность до высоту, где он стоит. Чтобы использовать его, надо $(thing)удерживать$(0) [$(k:use)] и медленно, но верно поверхность земли выровняется до высоты, где стоит пользователь, либо ставя блоки $(item)земли$(0), либо убирая их.	PASS		Текст читается естественно и соответствует английскому источнику.	281		
patchouli-lang:botania:botania.page.terraformRod2	sha256:82633e8dbf0e88d115bf9e37ce306d4b4ec2ede8d9b510badea831e61f08b70c	$(l)Blocks removed by the rod are non-recoverable.$()$(p)The terrain will adapt to the changes as best as it can (up to a distance limit) to avoid weirdly-shaped hills and so on. The flattening, thus, will follow the terrain's natural shape.$(p)Note that the rod will completely cease to function below sea level.	$(l)Будьте внимательны, блоки удалённые с помощью скипетра не восстанавливаются.$()$(p)Ландшафт будет изменяться самым лучшим образом на который скипетр способен. Чтобы не создавать странные холмы, ямы и подобное, скипетр следует природной форме земли.$(p)Скипетр $(l)не работает$() ниже уровня моря.	PASS		Текст читается естественно и соответствует английскому источнику.	278		
patchouli-lang:botania:botania.page.terraformRod3	sha256:773ff0fc3f827ce0f053d2c679bd73b17f96ea71cd905cf5cd14fd1d69d90ee2	Quite a justicar	$(o)Перемен — требуют наши сердца$()	PASS		Текст читается естественно и соответствует английскому источнику.	29		
